Results Table 1


Results Table 2


1,Time,Displacement,Force,Rotation,Torque
,(s),(mm),(mN),(deg),(N-mm)
2,Time,Displacement,Force,Rotation,Torque
,(s),(mm),(mN),(deg),(N-mm)
"","48.7380","0.6551","-4448.60220","-19.4247","81.9199"
"","48.7430","0.7052","-4297.71566","-19.4247","81.4075"
"","48.7480","0.7548","-4157.99761","-19.4247","80.9165"
"","48.7530","0.8042","-4027.59981","-19.4247","80.4484"
"","48.7580","0.8533","-3901.53122","-19.4247","80.0199"
"","48.7630","0.9022","-3775.40302","-19.4247","79.5895"
"","48.7680","0.9512","-3651.04961","-19.4247","79.1410"
"","48.7730","1.0001","-3529.62804","-19.4247","78.6656"
"","48.7740","1.0099","-3505.97048","-19.4247","78.5677"
"","48.7750","1.0197","-3482.61023","-19.4247","78.4682"
"","51.2620","5.4409","4967.84496","-19.4247","39.9453"
"","51.2670","5.4409","4969.32507","-19.4247","39.9511"
"","51.2720","5.4410","4974.54739","-19.4247","39.9519"
"","51.2770","5.4415","4982.30410","-19.4247","39.9611"
"","51.2820","5.4431","4993.84975","-19.4247","39.9628"
"","51.2870","5.4471","5005.44786","-19.4247","39.9193"
"","51.2920","5.4549","5017.14659","-19.4247","39.8276"
"","51.2970","5.4683","5032.80735","-19.4247","39.6966"
"","51.3020","5.4885","5060.69136","-19.4247","39.4980"
"","51.3070","5.5161","5116.57238","-19.4247","39.1876"
"","51.3120","5.5508","5210.72292","-19.4247","38.7634"
"","51.3170","5.5918","5342.57317","-19.4247","38.2636"
"","51.3220","5.6378","5499.47405","-19.4247","37.7116"
"","51.3270","5.6876","5660.56681","-19.4247","37.1259"
"","51.3320","5.7398","5810.05001","-19.4247","36.5505"
"","51.3370","5.7931","5942.59501","-19.4247","35.9949"
"","51.3420","5.8468","6062.11329","-19.4247","35.4658"
"","51.3470","5.9003","6177.33240","-19.4247","34.9503"
"","51.3520","5.9532","6297.35851","-19.4247","34.4231"
"","51.3570","6.0054","6425.05264","-19.4247","33.8838"
"","51.3620","6.0569","6558.49600","-19.4247","33.3500"
"","51.3670","6.1077","6692.08765","-19.4247","32.8385"
"","51.3720","6.1580","6819.53764","-19.4247","32.3261"
"","51.3770","6.2078","6938.51900","-19.4247","31.8207"
"","51.3820","6.2572","7053.05576","-19.4247","31.3474"
"","51.3870","6.3064","7166.34846","-19.4247","30.8928"
"","51.3920","6.3554","7281.76308","-19.4247","30.4279"
"","51.3970","6.4044","7399.88708","-19.4247","29.9462"
"","51.4010","6.4436","7494.29989","-19.4247","29.5678"
"","51.4020","6.4534","7517.72213","-19.4247","29.4740"
"","53.8880","10.8743","14019.84692","-19.4247","5.3941"
"","53.8930","10.8743","14018.50796","-19.4247","5.3879"
"","53.8980","10.8743","14019.82403","-19.4247","5.3923"
"","53.9030","10.8748","14025.22564","-19.4247","5.3916"
"","53.9080","10.8765","14034.64890","-19.4247","5.3726"
"","53.9130","10.8804","14046.71192","-19.4247","5.3362"
"","53.9180","10.8883","14060.87589","-19.4247","5.2653"
"","53.9230","10.9017","14081.23589","-19.4247","5.1371"
"","53.9280","10.9219","14117.83409","-19.4247","4.9436"
"","53.9330","10.9495","14186.07426","-19.4247","4.6554"
"","53.9380","10.9843","14295.25948","-19.4247","4.2466"
"","53.9430","11.0254","14442.84439","-19.4247","3.7763"
"","53.9480","11.0715","14615.33451","-19.4247","3.2664"
"","53.9530","11.1213","14794.68632","-19.4247","2.7202"
"","53.9580","11.1735","14965.28816","-19.4247","2.1562"
"","53.9630","11.2269","15119.68422","-19.4247","1.6122"
"","53.9680","11.2806","15261.50131","-19.4247","1.1061"
"","53.9730","11.3341","15399.28341","-19.4247","0.6234"
"","53.9780","11.3871","15539.74247","-19.4247","0.1402"
"","53.9830","11.4393","15683.91323","-19.4247","-0.3428"
"","53.9880","11.4907","15827.40211","-19.4247","-0.7938"
"","53.9930","11.5414","15960.25562","-19.4247","-1.2226"
"","53.9980","11.5916","16077.70157","-19.4247","-1.6196"
"","54.0030","11.6413","16183.40683","-19.4247","-1.9700"
"","54.0080","11.6907","16281.76498","-19.4247","-2.2841"
"","54.0130","11.7399","16376.87492","-19.4247","-2.5674"
"","54.0180","11.7889","16474.64561","-19.4247","-2.8433"
"","54.0230","11.8379","16575.94490","-19.4247","-3.1529"
"","54.0270","11.8771","16656.33965","-19.4247","-3.4189"
"","54.0280","11.8869","16676.18752","-19.4247","-3.4829"
"","56.5130","16.3070","22729.32625","-19.4247","-20.0075"
"","56.5180","16.3070","22724.04480","-19.4247","-19.9866"
"","56.5230","16.3071","22722.94998","-19.4247","-19.9669"
"","56.5280","16.3076","22726.59683","-19.4247","-19.9480"
"","56.5330","16.3093","22736.01723","-19.4247","-19.9507"
"","56.5380","16.3133","22749.80927","-19.4247","-19.9729"
"","56.5430","16.3211","22768.75305","-19.4247","-20.0286"
"","56.5480","16.3346","22797.99843","-19.4247","-20.1412"
"","56.5530","16.3548","22843.84155","-19.4247","-20.3138"
"","56.5580","16.3825","22922.32895","-19.4247","-20.5606"
"","56.5630","16.4173","23044.89899","-19.4247","-20.9182"
"","56.5680","16.4584","23209.66911","-19.4247","-21.3655"
"","56.5730","16.5046","23402.89879","-19.4247","-21.8718"
"","56.5780","16.5544","23605.78156","-19.4247","-22.3764"
"","56.5830","16.6066","23801.95999","-19.4247","-22.8940"
"","56.5880","16.6600","23982.23114","-19.4247","-23.4081"
"","56.5930","16.7138","24149.70207","-19.4247","-23.8879"
"","56.5980","16.7672","24311.72752","-19.4247","-24.3576"
"","56.6030","16.8202","24473.23418","-19.4247","-24.8268"
"","56.6080","16.8724","24637.76398","-19.4247","-25.2875"
"","56.6130","16.9238","24805.01556","-19.4247","-25.7476"
"","56.6180","16.9746","24969.27643","-19.4247","-26.2035"
"","56.6230","17.0248","25126.28746","-19.4247","-26.6379"
"","56.6280","17.0745","25275.83122","-19.4247","-27.0519"
"","56.6330","17.1239","25420.06493","-19.4247","-27.4515"
"","56.6380","17.1730","25563.28011","-19.4247","-27.8215"
"","56.6430","17.2221","25708.93097","-19.4247","-28.1749"
"","56.6480","17.2711","25856.01997","-19.4247","-28.5344"
"","56.6520","17.3103","25971.69113","-19.4247","-28.8242"
"","56.6530","17.3200","25999.82834","-19.4247","-28.8983"
"","59.1390","21.7407","32091.51077","-19.4247","-39.6066"
"","59.1440","21.7407","32085.38055","-19.4247","-39.5995"
"","59.1490","21.7408","32084.62524","-19.4247","-39.6128"
"","59.1540","21.7413","32089.77509","-19.4247","-39.6138"
"","59.1590","21.7429","32101.22681","-19.4247","-39.6140"
"","59.1640","21.7468","32117.05780","-19.4247","-39.6299"
"","59.1690","21.7545","32135.89096","-19.4247","-39.6689"
"","59.1740","21.7678","32163.26141","-19.4247","-39.7353"
"","59.1790","21.7878","32209.19037","-19.4247","-39.8640"
"","59.1840","21.8153","32291.50772","-19.4247","-40.0814"
"","59.1890","21.8500","32421.15021","-19.4247","-40.3980"
"","59.1940","21.8910","32596.74835","-19.4247","-40.7827"
"","59.1990","21.9371","32803.34473","-19.4247","-41.1962"
"","59.2040","21.9869","33021.73615","-19.4247","-41.6244"
"","59.2090","22.0390","33232.92542","-19.4247","-42.0523"
"","59.2140","22.0924","33426.59378","-19.4247","-42.4759"
"","59.2190","22.1461","33604.67529","-19.4247","-42.8813"
"","59.2240","22.1996","33774.43314","-19.4247","-43.2639"
"","59.2290","22.2525","33944.60678","-19.4247","-43.6488"
"","59.2340","22.3047","34119.28940","-19.4247","-44.0384"
"","59.2390","22.3562","34297.40143","-19.4247","-44.4138"
"","59.2440","22.4070","34473.49548","-19.4247","-44.7867"
"","59.2490","22.4572","34642.26532","-19.4247","-45.1671"
"","59.2540","22.5070","34805.04227","-19.4247","-45.5266"
"","59.2590","22.5564","34962.66937","-19.4247","-45.8277"
"","59.2640","22.6056","35118.62564","-19.4247","-46.1114"
"","59.2690","22.6547","35274.45602","-19.4247","-46.4087"
"","59.2740","22.7037","35429.58069","-19.4247","-46.6985"
"","59.2780","22.7428","35552.87552","-19.4247","-46.9388"
"","59.2790","22.7526","35583.38547","-19.4247","-46.9993"
"","61.7690","27.1729","40186.91254","-19.4247","-47.9987"
"","61.7740","27.1729","40182.29294","-19.4247","-47.9659"
"","61.7790","27.1730","40180.01556","-19.4247","-47.9557"
"","61.7840","27.1735","40179.45099","-19.4247","-47.9466"
"","61.7890","27.1751","40183.60519","-19.4247","-47.9206"
"","61.7940","27.1791","40193.19153","-19.4247","-47.9106"
"","61.7990","27.1869","40209.81979","-19.4247","-47.9395"
"","61.8040","27.2003","40239.31503","-19.4247","-47.9908"
"","61.8090","27.2205","40289.53934","-19.4247","-48.0709"
"","61.8140","27.2481","40375.63324","-19.4247","-48.2162"
"","61.8190","27.2829","40507.40433","-19.4247","-48.4364"
"","61.8240","27.3241","40683.21609","-19.4247","-48.7392"
"","61.8290","27.3703","40887.43591","-19.4247","-49.0732"
"","61.8340","27.4202","41098.43826","-19.4247","-49.3951"
"","61.8390","27.4724","41299.27444","-19.4247","-49.6978"
"","61.8440","27.5259","41482.46002","-19.4247","-49.9794"
"","61.8490","27.5797","41652.30560","-19.4247","-50.2269"
"","61.8540","27.6333","41815.76538","-19.4247","-50.4719"
"","61.8590","27.6862","41981.43005","-19.4247","-50.7184"
"","61.8640","27.7383","42154.18625","-19.4247","-50.9671"
"","61.8690","27.7896","42331.38657","-19.4247","-51.2248"
"","61.8740","27.8403","42506.69479","-19.4247","-51.4804"
"","61.8790","27.8904","42671.73386","-19.4247","-51.7097"
"","61.8840","27.9401","42824.73373","-19.4247","-51.9164"
"","61.8890","27.9894","42969.46335","-19.4247","-52.0931"
"","61.8940","28.0385","43112.14447","-19.4247","-52.2472"
"","61.8990","28.0876","43257.73621","-19.4247","-52.3872"
"","61.9040","28.1365","43405.19714","-19.4247","-52.5407"
"","61.9080","28.1757","43522.36557","-19.4247","-52.6709"
"","61.9090","28.1855","43551.30005","-19.4247","-52.7085"
"","64.4100","32.6067","46459.78546","-19.4247","-45.0957"
"","64.4150","32.6067","46451.74408","-19.4247","-45.0986"
"","64.4200","32.6068","46448.97079","-19.4247","-45.1139"
"","64.4250","32.6073","46452.55661","-19.4247","-45.1096"
"","64.4300","32.6090","46462.77618","-19.4247","-45.1118"
"","64.4350","32.6130","46479.75922","-19.4247","-45.1267"
"","64.4400","32.6208","46502.72751","-19.4247","-45.1578"
"","64.4450","32.6343","46530.34973","-19.4247","-45.1828"
"","64.4500","32.6544","46568.24112","-19.4247","-45.1976"
"","64.4550","32.6820","46632.17926","-19.4247","-45.2311"
"","64.4600","32.7166","46735.12650","-19.4247","-45.3207"
"","64.4650","32.7576","46876.67084","-19.4247","-45.4526"
"","64.4700","32.8036","47040.31754","-19.4247","-45.5768"
"","64.4750","32.8533","47208.57239","-19.4247","-45.6717"
"","64.4800","32.9054","47369.12537","-19.4247","-45.7439"
"","64.4850","32.9588","47518.29910","-19.4247","-45.7990"
"","64.4900","33.0125","47659.24072","-19.4247","-45.8318"
"","64.4950","33.0660","47794.51752","-19.4247","-45.8654"
"","64.5000","33.1189","47934.80682","-19.4247","-45.9372"
"","64.5050","33.1712","48086.91788","-19.4247","-46.0529"
"","64.5100","33.2227","48249.67575","-19.4247","-46.1754"
"","64.5150","33.2735","48416.56113","-19.4247","-46.3174"
"","64.5200","33.3238","48579.54788","-19.4247","-46.4708"
"","64.5250","33.3736","48736.07254","-19.4247","-46.6065"
"","64.5300","33.4230","48887.28714","-19.4247","-46.7347"
"","64.5350","33.4722","49036.13663","-19.4247","-46.8411"
"","64.5400","33.5213","49182.34634","-19.4247","-46.9396"
"","64.5450","33.5702","49324.76425","-19.4247","-47.0405"
"","64.5490","33.6094","49436.83624","-19.4247","-47.1256"
"","64.5500","33.6192","49464.53857","-19.4247","-47.1467"
"","72.8990","0.0008","-9170.60566","-29.0799","105.3773"
"","72.9040","0.0008","-9164.49833","-29.0799","105.3697"
"","72.9090","0.0009","-9149.96147","-29.0799","105.3426"
"","72.9140","0.0018","-9126.11961","-29.0799","105.3068"
"","72.9190","0.0045","-9097.85366","-29.0799","105.2552"
"","72.9240","0.0107","-9065.61375","-29.0799","105.1809"
"","72.9290","0.0223","-9027.19498","-29.0799","105.0656"
"","72.9340","0.0407","-8972.75925","-29.0799","104.8721"
"","72.9390","0.0666","-8889.47582","-29.0799","104.5770"
"","72.9440","0.1000","-8766.24870","-29.0799","104.1674"
"","72.9490","0.1400","-8601.97067","-29.0799","103.6559"
"","72.9540","0.1855","-8409.96552","-29.0799","103.0637"
"","72.9590","0.2350","-8212.01420","-29.0799","102.4520"
"","72.9640","0.2870","-8028.05138","-29.0799","101.8538"
"","72.9690","0.3404","-7868.02244","-29.0799","101.2526"
"","72.9740","0.3942","-7728.55282","-29.0799","100.6674"
"","72.9790","0.4478","-7602.88477","-29.0799","100.1182"
"","72.9840","0.5008","-7480.72004","-29.0799","99.5850"
"","72.9890","0.5530","-7354.72393","-29.0799","99.0162"
"","72.9940","0.6045","-7225.31080","-29.0799","98.4453"
"","72.9990","0.6552","-7098.38963","-29.0799","97.8726"
"","73.0040","0.7053","-6978.20425","-29.0799","97.3319"
"","73.0090","0.7550","-6865.46278","-29.0799","96.8189"
"","73.0140","0.8043","-6757.34568","-29.0799","96.3488"
"","73.0190","0.8534","-6649.10889","-29.0799","95.9197"
"","73.0240","0.9024","-6536.44514","-29.0799","95.5008"
"","73.0290","0.9513","-6423.29788","-29.0799","95.0661"
"","73.0340","1.0002","-6312.19482","-29.0799","94.6106"
"","73.0350","1.0100","-6290.62176","-29.0799","94.5191"
"","73.0360","1.0198","-6269.32049","-29.0799","94.4274"
"","75.5370","5.4416","1774.68729","-29.0799","56.9085"
"","75.5420","5.4416","1775.51413","-29.0799","56.9327"
"","75.5470","5.4416","1780.37572","-29.0799","56.9369"
"","75.5520","5.4422","1788.01608","-29.0799","56.9229"
"","75.5570","5.4438","1798.55299","-29.0799","56.9041"
"","75.5620","5.4478","1809.90291","-29.0799","56.8574"
"","75.5670","5.4556","1822.03972","-29.0799","56.7722"
"","75.5720","5.4691","1839.07151","-29.0799","56.6276"
"","75.5770","5.4893","1868.38114","-29.0799","56.4277"
"","75.5820","5.5169","1926.36716","-29.0799","56.1143"
"","75.5870","5.5516","2022.55607","-29.0799","55.6673"
"","75.5920","5.5927","2155.57551","-29.0799","55.1224"
"","75.5970","5.6388","2312.14237","-29.0799","54.5249"
"","75.6020","5.6886","2471.70019","-29.0799","53.9082"
"","75.6070","5.7407","2619.59982","-29.0799","53.3066"
"","75.6120","5.7941","2750.17285","-29.0799","52.7201"
"","75.6170","5.8478","2868.00241","-29.0799","52.1715"
"","75.6220","5.9013","2980.94249","-29.0799","51.6539"
"","75.6270","5.9542","3097.88680","-29.0799","51.1344"
"","75.6320","6.0064","3222.43667","-29.0799","50.5981"
"","75.6370","6.0579","3351.45807","-29.0799","50.0560"
"","75.6420","6.1087","3480.72982","-29.0799","49.5080"
"","75.6470","6.1590","3606.01783","-29.0799","48.9663"
"","75.6520","6.2087","3723.90866","-29.0799","48.4340"
"","75.6570","6.2581","3835.78396","-29.0799","47.9232"
"","75.6620","6.3073","3947.42060","-29.0799","47.4487"
"","75.6670","6.3563","4061.30362","-29.0799","46.9724"
"","75.6720","6.4053","4177.59705","-29.0799","46.4454"
"","75.6760","6.4445","4270.48016","-29.0799","46.0180"
"","75.6770","6.4543","4293.70785","-29.0799","45.9135"
"","78.1790","10.8751","11656.86035","-29.0799","16.1161"
"","78.1840","10.8751","11653.06664","-29.0799","16.1140"
"","78.1890","10.8752","11653.60451","-29.0799","16.1112"
"","78.1940","10.8757","11658.84018","-29.0799","16.1081"
"","78.1990","10.8773","11668.72406","-29.0799","16.1082"
"","78.2040","10.8813","11680.99689","-29.0799","16.0939"
"","78.2090","10.8891","11696.17271","-29.0799","16.0300"
"","78.2140","10.9025","11717.93079","-29.0799","15.9083"
"","78.2190","10.9227","11756.42395","-29.0799","15.7280"
"","78.2240","10.9503","11826.18809","-29.0799","15.4382"
"","78.2290","10.9850","11935.68516","-29.0799","15.0124"
"","78.2340","11.0261","12082.92198","-29.0799","14.5251"
"","78.2390","11.0723","12256.34098","-29.0799","13.9868"
"","78.2440","11.1221","12437.29687","-29.0799","13.4118"
"","78.2490","11.1743","12610.93140","-29.0799","12.8408"
"","78.2540","11.2277","12770.28275","-29.0799","12.2754"
"","78.2590","11.2815","12917.77802","-29.0799","11.7222"
"","78.2640","11.3350","13060.88161","-29.0799","11.1834"
"","78.2690","11.3879","13207.95536","-29.0799","10.6287"
"","78.2740","11.4400","13358.30975","-29.0799","10.0679"
"","78.2790","11.4914","13510.32448","-29.0799","9.5255"
"","78.2840","11.5421","13660.94208","-29.0799","8.9822"
"","78.2890","11.5922","13804.57783","-29.0799","8.4717"
"","78.2940","11.6419","13940.57369","-29.0799","7.9976"
"","78.2990","11.6913","14071.78116","-29.0799","7.5519"
"","78.3040","11.7405","14201.10416","-29.0799","7.1093"
"","78.3090","11.7896","14331.59924","-29.0799","6.6829"
"","78.3140","11.8386","14462.75997","-29.0799","6.2529"
"","78.3180","11.8778","14564.94236","-29.0799","5.8933"
"","78.3190","11.8876","14590.03448","-29.0799","5.8042"
"","80.8040","16.3076","19589.79607","-29.0799","-8.4045"
"","80.8090","16.3076","19584.59473","-29.0799","-8.3810"
"","80.8140","16.3076","19582.93915","-29.0799","-8.3789"
"","80.8190","16.3082","19585.23369","-29.0799","-8.3819"
"","80.8240","16.3098","19593.47343","-29.0799","-8.3861"
"","80.8290","16.3138","19607.20444","-29.0799","-8.3998"
"","80.8340","16.3216","19625.81825","-29.0799","-8.4509"
"","80.8390","16.3351","19652.86636","-29.0799","-8.5615"
"","80.8440","16.3553","19696.82312","-29.0799","-8.7372"
"","80.8490","16.3830","19774.45030","-29.0799","-8.9958"
"","80.8540","16.4178","19894.83452","-29.0799","-9.3733"
"","80.8590","16.4589","20056.87141","-29.0799","-9.8528"
"","80.8640","16.5051","20247.99538","-29.0799","-10.3878"
"","80.8690","16.5549","20448.64464","-29.0799","-10.9372"
"","80.8740","16.6071","20641.41464","-29.0799","-11.5021"
"","80.8790","16.6605","20818.74084","-29.0799","-12.0533"
"","80.8840","16.7142","20982.97119","-29.0799","-12.5730"
"","80.8890","16.7677","21143.07785","-29.0799","-13.0700"
"","80.8940","16.8206","21306.94008","-29.0799","-13.5695"
"","80.8990","16.8728","21477.40173","-29.0799","-14.0640"
"","80.9040","16.9242","21650.45166","-29.0799","-14.5513"
"","80.9090","16.9750","21819.86237","-29.0799","-15.0292"
"","80.9140","17.0253","21981.06766","-29.0799","-15.5097"
"","80.9190","17.0750","22133.76236","-29.0799","-15.9704"
"","80.9240","17.1244","22281.56662","-29.0799","-16.3978"
"","80.9290","17.1736","22428.34663","-29.0799","-16.8065"
"","80.9340","17.2227","22578.49312","-29.0799","-17.2088"
"","80.9390","17.2716","22729.99191","-29.0799","-17.6144"
"","80.9430","17.3108","22850.45242","-29.0799","-17.9458"
"","80.9440","17.3206","22879.99535","-29.0799","-18.0312"
"","83.4290","21.7417","29285.32600","-29.0799","-31.5085"
"","83.4340","21.7417","29278.85246","-29.0799","-31.4556"
"","83.4390","21.7418","29275.18654","-29.0799","-31.4144"
"","83.4440","21.7423","29276.44539","-29.0799","-31.3800"
"","83.4490","21.7438","29283.64563","-29.0799","-31.3800"
"","83.4540","21.7477","29296.31615","-29.0799","-31.4210"
"","83.4590","21.7554","29316.56837","-29.0799","-31.4983"
"","83.4640","21.7686","29348.84071","-29.0799","-31.6095"
"","83.4690","21.7886","29403.04184","-29.0799","-31.7856"
"","83.4740","21.8161","29495.12672","-29.0799","-32.0462"
"","83.4790","21.8508","29633.58688","-29.0799","-32.4026"
"","83.4840","21.8918","29816.34331","-29.0799","-32.8354"
"","83.4890","21.9380","30028.56255","-29.0799","-33.3169"
"","83.4940","21.9878","30250.50926","-29.0799","-33.8148"
"","83.4990","22.0401","30464.71214","-29.0799","-34.3178"
"","83.5040","22.0935","30663.30338","-29.0799","-34.7943"
"","83.5090","22.1473","30849.16115","-29.0799","-35.2384"
"","83.5140","22.2009","31028.10860","-29.0799","-35.6432"
"","83.5190","22.2538","31209.43069","-29.0799","-36.0683"
"","83.5240","22.3060","31395.87402","-29.0799","-36.5050"
"","83.5290","22.3574","31584.31816","-29.0799","-36.9119"
"","83.5340","22.4082","31768.19229","-29.0799","-37.2995"
"","83.5390","22.4584","31944.34929","-29.0799","-37.6920"
"","83.5440","22.5081","32112.51831","-29.0799","-38.0799"
"","83.5490","22.5575","32274.90616","-29.0799","-38.4492"
"","83.5540","22.6067","32437.09564","-29.0799","-38.8044"
"","83.5590","22.6558","32600.78049","-29.0799","-39.1629"
"","83.5640","22.7048","32765.91110","-29.0799","-39.5319"
"","83.5680","22.7440","32897.56012","-29.0799","-39.8251"
"","83.5690","22.7538","32930.13382","-29.0799","-39.8976"
"","86.0680","27.1739","38342.39578","-29.0799","-44.5319"
"","86.0730","27.1739","38335.05630","-29.0799","-44.5011"
"","86.0780","27.1740","38333.06503","-29.0799","-44.4748"
"","86.0830","27.1745","38336.52878","-29.0799","-44.4660"
"","86.0880","27.1762","38345.20340","-29.0799","-44.4576"
"","86.0930","27.1801","38358.62350","-29.0799","-44.4621"
"","86.0980","27.1879","38379.41360","-29.0799","-44.5083"
"","86.1030","27.2013","38413.18512","-29.0799","-44.5932"
"","86.1080","27.2214","38468.41049","-29.0799","-44.7240"
"","86.1130","27.2490","38561.92398","-29.0799","-44.9355"
"","86.1180","27.2838","38703.82690","-29.0799","-45.2526"
"","86.1230","27.3249","38892.45605","-29.0799","-45.6205"
"","86.1280","27.3711","39111.62567","-29.0799","-45.9920"
"","86.1330","27.4210","39341.60614","-29.0799","-46.3605"
"","86.1380","27.4732","39564.32724","-29.0799","-46.7233"
"","86.1430","27.5266","39770.48874","-29.0799","-47.0680"
"","86.1480","27.5803","39962.38327","-29.0799","-47.3907"
"","86.1530","27.6338","40146.94595","-29.0799","-47.6972"
"","86.1580","27.6867","40330.60455","-29.0799","-48.0137"
"","86.1630","27.7388","40517.97104","-29.0799","-48.3289"
"","86.1680","27.7902","40707.28302","-29.0799","-48.6342"
"","86.1730","27.8409","40894.21844","-29.0799","-48.9237"
"","86.1780","27.8910","41074.14627","-29.0799","-49.1980"
"","86.1830","27.9408","41246.22345","-29.0799","-49.4327"
"","86.1880","27.9901","41412.03308","-29.0799","-49.6462"
"","86.1930","28.0393","41577.20566","-29.0799","-49.8668"
"","86.1980","28.0884","41743.19458","-29.0799","-50.0976"
"","86.2030","28.1373","41908.16116","-29.0799","-50.3562"
"","86.2070","28.1765","42035.93445","-29.0799","-50.5626"
"","86.2080","28.1863","42067.39807","-29.0799","-50.6174"
"","88.7030","32.6076","45908.14209","-29.0799","-45.9936"
"","88.7080","32.6076","45900.48599","-29.0799","-45.9977"
"","88.7130","32.6077","45897.89200","-29.0799","-46.0220"
"","88.7180","32.6082","45901.58081","-29.0799","-46.0296"
"","88.7230","32.6099","45912.33444","-29.0799","-46.0362"
"","88.7280","32.6139","45927.94418","-29.0799","-46.0413"
"","88.7330","32.6218","45949.65363","-29.0799","-46.0575"
"","88.7380","32.6352","45982.68127","-29.0799","-46.0876"
"","88.7430","32.6555","46034.46960","-29.0799","-46.1308"
"","88.7480","32.6830","46121.10901","-29.0799","-46.2177"
"","88.7530","32.7176","46252.52914","-29.0799","-46.3571"
"","88.7580","32.7586","46427.65427","-29.0799","-46.5331"
"","88.7630","32.8046","46632.10678","-29.0799","-46.7497"
"","88.7680","32.8543","46846.53091","-29.0799","-46.9754"
"","88.7730","32.9063","47052.66953","-29.0799","-47.1990"
"","88.7780","32.9597","47240.13519","-29.0799","-47.3948"
"","88.7830","33.0135","47412.74643","-29.0799","-47.5616"
"","88.7880","33.0670","47577.87323","-29.0799","-47.7100"
"","88.7930","33.1200","47744.90738","-29.0799","-47.8737"
"","88.7980","33.1723","47918.71643","-29.0799","-48.0523"
"","88.8030","33.2238","48093.49823","-29.0799","-48.2194"
"","88.8080","33.2746","48263.97324","-29.0799","-48.3542"
"","88.8130","33.3249","48426.83411","-29.0799","-48.4856"
"","88.8180","33.3746","48581.48575","-29.0799","-48.6038"
"","88.8230","33.4240","48729.37012","-29.0799","-48.7140"
"","88.8280","33.4732","48873.03162","-29.0799","-48.7894"
"","88.8330","33.5223","49015.09094","-29.0799","-48.8604"
"","88.8380","33.5713","49157.58896","-29.0799","-48.9515"
"","88.8420","33.6105","49271.40808","-29.0799","-49.0354"
"","88.8430","33.6203","49299.71695","-29.0799","-49.0580"
"","97.1940","0.0008","-11632.68852","-38.9295","114.0146"
"","97.1990","0.0008","-11625.30518","-38.9295","113.9747"
"","97.2040","0.0009","-11609.49135","-38.9295","113.9143"
"","97.2090","0.0017","-11586.05385","-38.9295","113.8610"
"","97.2140","0.0044","-11559.47590","-38.9295","113.8155"
"","97.2190","0.0107","-11530.25913","-38.9295","113.7441"
"","97.2240","0.0223","-11495.32223","-38.9295","113.6261"
"","97.2290","0.0408","-11447.71099","-38.9295","113.4285"
"","97.2340","0.0668","-11375.76771","-38.9295","113.1328"
"","97.2390","0.1002","-11266.03222","-38.9295","112.7467"
"","97.2440","0.1404","-11117.17892","-38.9295","112.2825"
"","97.2490","0.1860","-10941.83159","-38.9295","111.7586"
"","97.2540","0.2355","-10759.50336","-38.9295","111.2111"
"","97.2590","0.2876","-10589.55288","-38.9295","110.6720"
"","97.2640","0.3411","-10439.04591","-38.9295","110.1626"
"","97.2690","0.3950","-10304.43001","-38.9295","109.6750"
"","97.2740","0.4487","-10176.69678","-38.9295","109.2247"
"","97.2790","0.5017","-10048.43140","-38.9295","108.7977"
"","97.2840","0.5539","-9915.91549","-38.9295","108.3565"
"","97.2890","0.6053","-9780.87521","-38.9295","107.9092"
"","97.2940","0.6560","-9649.57333","-38.9295","107.4630"
"","97.2990","0.7062","-9526.03722","-38.9295","107.0126"
"","97.3040","0.7558","-9411.14235","-38.9295","106.5669"
"","97.3090","0.8051","-9300.90904","-38.9295","106.1473"
"","97.3140","0.8541","-9189.55708","-38.9295","105.7576"
"","97.3190","0.9031","-9074.45431","-38.9295","105.3712"
"","97.3240","0.9520","-8957.37362","-38.9295","104.9639"
"","97.3290","1.0009","-8844.87057","-38.9295","104.5289"
"","97.3300","1.0106","-8823.31276","-38.9295","104.4426"
"","99.8080","5.4316","-1411.00705","-38.9295","73.1057"
"","99.8130","5.4316","-1413.60116","-38.9295","73.1166"
"","99.8180","5.4316","-1411.79812","-38.9295","73.1355"
"","99.8230","5.4322","-1404.20222","-38.9295","73.1412"
"","99.8280","5.4338","-1391.98434","-38.9295","73.1342"
"","99.8330","5.4378","-1377.00343","-38.9295","73.1003"
"","99.8380","5.4456","-1360.58581","-38.9295","73.0162"
"","99.8430","5.4590","-1341.64894","-38.9295","72.8751"
"","99.8480","5.4792","-1312.77418","-38.9295","72.6766"
"","99.8530","5.5068","-1258.83687","-38.9295","72.3961"
"","99.8580","5.5415","-1169.14105","-38.9295","72.0065"
"","99.8630","5.5825","-1043.79821","-38.9295","71.5389"
"","99.8680","5.6286","-894.69200","-38.9295","71.0401"
"","99.8730","5.6783","-739.12966","-38.9295","70.5070"
"","99.8780","5.7305","-592.40115","-38.9295","69.9484"
"","99.8830","5.7839","-460.89724","-38.9295","69.4152"
"","99.8880","5.8376","-340.75695","-38.9295","68.9095"
"","99.8930","5.8911","-226.65310","-38.9295","68.3977"
"","99.8980","5.9440","-111.72364","-38.9295","67.8725"
"","99.9030","5.9962","8.38997","-38.9295","67.3378"
"","99.9080","6.0477","130.10155","-38.9295","66.8163"
"","99.9130","6.0985","250.01666","-38.9295","66.3038"
"","99.9180","6.1487","365.56286","-38.9295","65.8135"
