Results Table 1


Results Table 2


1,Time,Displacement,Force,Rotation,Torque
,(s),(mm),(mN),(deg),(N-mm)
2,Time,Displacement,Force,Rotation,Torque
,(s),(mm),(mN),(deg),(N-mm)
"","99.9230","6.1985","475.46092","-38.9295","65.3566"
"","99.9280","6.2479","581.48003","-38.9295","64.9347"
"","99.9330","6.2971","685.02498","-38.9295","64.5286"
"","99.9380","6.3461","789.01416","-38.9295","64.1158"
"","99.9430","6.3952","894.32269","-38.9295","63.6941"
"","99.9470","6.4344","977.62412","-38.9295","63.3404"
"","99.9480","6.4442","998.32213","-38.9295","63.2487"
"","102.4450","10.8641","8035.91156","-38.9295","32.7456"
"","102.4500","10.8641","8034.79099","-38.9295","32.7998"
"","102.4550","10.8642","8038.04779","-38.9295","32.8289"
"","102.4600","10.8647","8044.44885","-38.9295","32.8492"
"","102.4650","10.8663","8055.29881","-38.9295","32.8457"
"","102.4700","10.8703","8067.81101","-38.9295","32.7988"
"","102.4750","10.8783","8081.42281","-38.9295","32.6994"
"","102.4800","10.8919","8102.70977","-38.9295","32.5417"
"","102.4850","10.9123","8141.12759","-38.9295","32.3155"
"","102.4900","10.9400","8211.91216","-38.9295","31.9823"
"","102.4950","10.9750","8326.20239","-38.9295","31.5106"
"","102.5000","11.0162","8481.19831","-38.9295","30.9639"
"","102.5050","11.0625","8661.37695","-38.9295","30.3547"
"","102.5100","11.1124","8847.54467","-38.9295","29.7068"
"","102.5150","11.1647","9024.57333","-38.9295","29.0666"
"","102.5200","11.2182","9185.67753","-38.9295","28.4392"
"","102.5250","11.2720","9334.94473","-38.9295","27.8344"
"","102.5300","11.3255","9479.54845","-38.9295","27.2449"
"","102.5350","11.3784","9628.06416","-38.9295","26.6562"
"","102.5400","11.4305","9782.09686","-38.9295","26.0553"
"","102.5450","11.4819","9940.11116","-38.9295","25.4745"
"","102.5500","11.5325","10097.63718","-38.9295","24.8955"
"","102.5550","11.5827","10247.31636","-38.9295","24.3096"
"","102.5600","11.6324","10387.67910","-38.9295","23.7595"
"","102.5650","11.6818","10523.03314","-38.9295","23.2467"
"","102.5700","11.7310","10657.18174","-38.9295","22.7522"
"","102.5750","11.7801","10794.47365","-38.9295","22.2540"
"","102.5800","11.8291","10933.77686","-38.9295","21.7477"
"","102.5840","11.8683","11044.47079","-38.9295","21.3455"
"","102.5850","11.8781","11071.72108","-38.9295","21.2485"
"","105.0880","16.2970","16900.91515","-38.9295","2.2063"
"","105.0930","16.2970","16895.54214","-38.9295","2.2177"
"","105.0980","16.2971","16895.90263","-38.9295","2.2123"
"","105.1030","16.2976","16902.51160","-38.9295","2.2012"
"","105.1080","16.2993","16914.64043","-38.9295","2.1860"
"","105.1130","16.3033","16931.36215","-38.9295","2.1577"
"","105.1180","16.3112","16950.78850","-38.9295","2.0799"
"","105.1230","16.3247","16977.54097","-38.9295","1.9532"
"","105.1280","16.3451","17022.52007","-38.9295","1.7735"
"","105.1330","16.3728","17104.03442","-38.9295","1.4904"
"","105.1380","16.4077","17232.55730","-38.9295","1.0822"
"","105.1430","16.4489","17406.59523","-38.9295","0.5567"
"","105.1480","16.4951","17611.22894","-38.9295","-0.0275"
"","105.1530","16.5450","17826.07460","-38.9295","-0.6588"
"","105.1580","16.5972","18033.33855","-38.9295","-1.3080"
"","105.1630","16.6506","18224.87640","-38.9295","-1.9169"
"","105.1680","16.7043","18401.72005","-38.9295","-2.4926"
"","105.1730","16.7578","18571.82312","-38.9295","-3.0492"
"","105.1780","16.8107","18743.26897","-38.9295","-3.6112"
"","105.1830","16.8629","18919.39735","-38.9295","-4.1782"
"","105.1880","16.9144","19097.70393","-38.9295","-4.7407"
"","105.1930","16.9652","19273.71216","-38.9295","-5.2929"
"","105.1980","17.0154","19442.26456","-38.9295","-5.8011"
"","105.2030","17.0651","19601.62544","-38.9295","-6.2734"
"","105.2080","17.1145","19757.00760","-38.9295","-6.7215"
"","105.2130","17.1636","19908.85925","-38.9295","-7.1514"
"","105.2180","17.2127","20057.82509","-38.9295","-7.5708"
"","105.2230","17.2616","20203.52364","-38.9295","-8.0103"
"","105.2270","17.3008","20315.21034","-38.9295","-8.3689"
"","105.2280","17.3106","20342.16881","-38.9295","-8.4586"
"","107.7280","21.7319","26596.83800","-38.9295","-23.3222"
"","107.7330","21.7319","26589.99634","-38.9295","-23.3216"
"","107.7380","21.7320","26585.23560","-38.9295","-23.3305"
"","107.7430","21.7325","26585.75058","-38.9295","-23.3313"
"","107.7480","21.7341","26593.68515","-38.9295","-23.3514"
"","107.7530","21.7379","26607.64122","-38.9295","-23.3874"
"","107.7580","21.7457","26628.96729","-38.9295","-23.4526"
"","107.7630","21.7589","26664.55841","-38.9295","-23.5584"
"","107.7680","21.7790","26723.41347","-38.9295","-23.7248"
"","107.7730","21.8066","26821.20323","-38.9295","-23.9933"
"","107.7780","21.8413","26967.40532","-38.9295","-24.3878"
"","107.7830","21.8824","27159.08051","-38.9295","-24.8810"
"","107.7880","21.9286","27381.71387","-38.9295","-25.4241"
"","107.7930","21.9785","27615.39078","-38.9295","-25.9816"
"","107.7980","22.0307","27842.51213","-38.9295","-26.5273"
"","107.8030","22.0842","28053.57361","-38.9295","-27.0716"
"","107.8080","22.1379","28250.81825","-38.9295","-27.5967"
"","107.8130","22.1914","28441.98608","-38.9295","-28.0975"
"","107.8180","22.2443","28635.14328","-38.9295","-28.5852"
"","107.8230","22.2964","28833.82607","-38.9295","-29.0637"
"","107.8280","22.3478","29035.19630","-38.9295","-29.5315"
"","107.8330","22.3986","29231.67801","-38.9295","-30.0112"
"","107.8380","22.4487","29418.82324","-38.9295","-30.4817"
"","107.8430","22.4985","29595.77751","-38.9295","-30.9428"
"","107.8480","22.5480","29765.93971","-38.9295","-31.3741"
"","107.8530","22.5972","29935.50491","-38.9295","-31.7698"
"","107.8580","22.6463","30108.01888","-38.9295","-32.1668"
"","107.8630","22.6953","30283.56743","-38.9295","-32.5696"
"","107.8670","22.7345","30423.40279","-38.9295","-32.9091"
"","107.8680","22.7443","30458.22525","-38.9295","-32.9956"
"","110.3650","27.1630","36740.85999","-38.9295","-41.8958"
"","110.3700","27.1630","36732.60880","-38.9295","-41.8704"
"","110.3750","27.1631","36730.23224","-38.9295","-41.8568"
"","110.3800","27.1636","36733.39844","-38.9295","-41.8497"
"","110.3850","27.1652","36743.20221","-38.9295","-41.8388"
"","110.3900","27.1693","36758.90350","-38.9295","-41.8422"
"","110.3950","27.1772","36782.50122","-38.9295","-41.8665"
"","110.4000","27.1908","36820.79315","-38.9295","-41.9335"
"","110.4050","27.2111","36884.28497","-38.9295","-42.0528"
"","110.4100","27.2389","36990.10468","-38.9295","-42.2724"
"","110.4150","27.2739","37146.58737","-38.9295","-42.6224"
"","110.4200","27.3151","37351.50528","-38.9295","-43.0634"
"","110.4250","27.3614","37588.42087","-38.9295","-43.5221"
"","110.4300","27.4114","37836.86829","-38.9295","-43.9918"
"","110.4350","27.4637","38079.78439","-38.9295","-44.4630"
"","110.4400","27.5171","38308.43353","-38.9295","-44.9136"
"","110.4450","27.5709","38522.56393","-38.9295","-45.3205"
"","110.4500","27.6244","38727.68402","-38.9295","-45.7129"
"","110.4550","27.6773","38932.37305","-38.9295","-46.1026"
"","110.4600","27.7295","39139.96887","-38.9295","-46.4980"
"","110.4650","27.7808","39349.15924","-38.9295","-46.8719"
"","110.4700","27.8315","39555.17578","-38.9295","-47.2349"
"","110.4750","27.8816","39754.22287","-38.9295","-47.6070"
"","110.4800","27.9313","39944.96155","-38.9295","-47.9662"
"","110.4850","27.9807","40130.16129","-38.9295","-48.2894"
"","110.4900","28.0298","40314.84985","-38.9295","-48.5958"
"","110.4950","28.0788","40499.36676","-38.9295","-48.9162"
"","110.5000","28.1277","40682.05643","-38.9295","-49.2543"
"","110.5040","28.1669","40824.96262","-38.9295","-49.5333"
"","110.5050","28.1766","40859.96628","-38.9295","-49.6009"
"","113.0110","32.5973","45789.78348","-38.9295","-48.6297"
"","113.0160","32.5973","45782.88269","-38.9295","-48.6121"
"","113.0210","32.5974","45779.02603","-38.9295","-48.6042"
"","113.0260","32.5979","45779.24347","-38.9295","-48.6098"
"","113.0310","32.5996","45784.77859","-38.9295","-48.6133"
"","113.0360","32.6036","45796.57364","-38.9295","-48.6169"
"","113.0410","32.6115","45817.40189","-38.9295","-48.6346"
"","113.0460","32.6249","45854.16794","-38.9295","-48.6678"
"","113.0510","32.6451","45915.57312","-38.9295","-48.7565"
"","113.0560","32.6727","46017.06314","-38.9295","-48.9031"
"","113.0610","32.7074","46168.27011","-38.9295","-49.1276"
"","113.0660","32.7483","46363.68561","-38.9295","-49.4111"
"","113.0710","32.7943","46587.76474","-38.9295","-49.7195"
"","113.0760","32.8440","46821.91086","-38.9295","-50.0437"
"","113.0810","32.8961","47049.26682","-38.9295","-50.3609"
"","113.0860","32.9495","47261.87134","-38.9295","-50.6501"
"","113.0910","33.0032","47461.77673","-38.9295","-50.8760"
"","113.0960","33.0567","47655.04456","-38.9295","-51.0774"
"","113.1010","33.1097","47849.24698","-38.9295","-51.2846"
"","113.1060","33.1620","48048.22540","-38.9295","-51.5049"
"","113.1110","33.2135","48248.65723","-38.9295","-51.7426"
"","113.1160","33.2643","48443.89343","-38.9295","-51.9794"
"","113.1210","33.3146","48630.93948","-38.9295","-52.2158"
"","113.1260","33.3644","48808.65097","-38.9295","-52.4132"
"","113.1310","33.4138","48979.22516","-38.9295","-52.5953"
"","113.1360","33.4630","49146.33179","-38.9295","-52.7653"
"","113.1410","33.5121","49314.63623","-38.9295","-52.9497"
"","113.1460","33.5610","49483.80280","-38.9295","-53.1440"
"","113.1500","33.6002","49617.59567","-38.9295","-53.2993"
"","113.1510","33.6100","49650.81024","-38.9295","-53.3422"
"","121.4990","0.0008","-4676.48602","-48.5847","61.9982"
"","121.5040","0.0008","-4666.27884","-48.5847","61.9687"
"","121.5090","0.0009","-4650.32530","-48.5847","61.9097"
"","121.5140","0.0017","-4628.24392","-48.5847","61.8264"
"","121.5190","0.0044","-4605.42154","-48.5847","61.7453"
"","121.5240","0.0107","-4583.86421","-48.5847","61.6968"
"","121.5290","0.0223","-4560.72330","-48.5847","61.6498"
"","121.5340","0.0407","-4526.60036","-48.5847","61.5983"
"","121.5390","0.0667","-4467.78774","-48.5847","61.5212"
"","121.5440","0.1001","-4372.93959","-48.5847","61.4026"
"","121.5490","0.1402","-4241.79888","-48.5847","61.2448"
"","121.5540","0.1858","-4085.62517","-48.5847","61.0740"
"","121.5590","0.2353","-3926.07975","-48.5847","60.9022"
"","121.5640","0.2874","-3782.46546","-48.5847","60.7364"
"","121.5690","0.3409","-3659.88851","-48.5847","60.5979"
"","121.5740","0.3948","-3555.43995","-48.5847","60.4850"
"","121.5790","0.4485","-3460.97207","-48.5847","60.3773"
"","121.5840","0.5015","-3364.19439","-48.5847","60.2566"
"","121.5890","0.5537","-3260.08034","-48.5847","60.1251"
"","121.5940","0.6052","-3149.63603","-48.5847","59.9743"
"","121.5990","0.6559","-3039.89840","-48.5847","59.8043"
"","121.6040","0.7060","-2937.18696","-48.5847","59.6435"
"","121.6090","0.7556","-2844.10715","-48.5847","59.4994"
"","121.6140","0.8049","-2757.93886","-48.5847","59.3750"
"","121.6190","0.8539","-2671.88287","-48.5847","59.2609"
"","121.6240","0.9028","-2581.18415","-48.5847","59.1371"
"","121.6290","0.9517","-2486.98950","-48.5847","59.0141"
"","121.6340","1.0006","-2391.95919","-48.5847","58.8802"
"","121.6350","1.0104","-2373.14153","-48.5847","58.8516"
"","121.6360","1.0202","-2354.42734","-48.5847","58.8216"
"","124.1380","5.4417","2271.01636","-48.5847","50.9767"
"","124.1430","5.4417","2269.16313","-48.5847","50.9939"
"","124.1480","5.4418","2270.77031","-48.5847","51.0036"
"","124.1530","5.4423","2277.03905","-48.5847","51.0099"
"","124.1580","5.4439","2286.48067","-48.5847","51.0078"
"","124.1630","5.4479","2294.68083","-48.5847","51.0073"
"","124.1680","5.4557","2299.64924","-48.5847","51.0008"
"","124.1730","5.4692","2302.70696","-48.5847","50.9661"
"","124.1780","5.4894","2309.86428","-48.5847","50.9038"
"","124.1830","5.5170","2333.46844","-48.5847","50.7963"
"","124.1880","5.5518","2382.88713","-48.5847","50.6282"
"","124.1930","5.5928","2459.14984","-48.5847","50.4176"
"","124.1980","5.6390","2552.97446","-48.5847","50.2233"
"","124.2030","5.6888","2648.39292","-48.5847","50.0479"
"","124.2080","5.7410","2732.37181","-48.5847","49.8594"
"","124.2130","5.7944","2800.27509","-48.5847","49.6511"
"","124.2180","5.8481","2855.86023","-48.5847","49.4540"
"","124.2230","5.9016","2909.09410","-48.5847","49.2632"
"","124.2280","5.9545","2966.53938","-48.5847","49.0585"
"","124.2330","6.0067","3029.44040","-48.5847","48.8523"
"","124.2380","6.0581","3095.77370","-48.5847","48.6359"
"","124.2430","6.1089","3161.54170","-48.5847","48.4015"
"","124.2480","6.1591","3222.73254","-48.5847","48.1834"
"","124.2530","6.2089","3277.45223","-48.5847","47.9974"
"","124.2580","6.2583","3324.12934","-48.5847","47.8543"
"","124.2630","6.3076","3368.35098","-48.5847","47.7356"
"","124.2680","6.3566","3412.58454","-48.5847","47.6030"
"","124.2730","6.4057","3459.37276","-48.5847","47.4314"
"","124.2770","6.4449","3497.94722","-48.5847","47.2647"
"","124.2780","6.4547","3507.38120","-48.5847","47.2225"
"","126.7720","10.8752","6749.40300","-48.5847","36.8374"
"","126.7770","10.8752","6744.88354","-48.5847","36.8238"
"","126.7820","10.8753","6745.94212","-48.5847","36.7836"
"","126.7870","10.8758","6751.91784","-48.5847","36.7547"
"","126.7920","10.8774","6761.60812","-48.5847","36.7480"
"","126.7970","10.8814","6772.34650","-48.5847","36.7261"
"","126.8020","10.8893","6782.25327","-48.5847","36.6841"
"","126.8070","10.9028","6790.96031","-48.5847","36.6105"
"","126.8120","10.9230","6807.53374","-48.5847","36.5039"
"","126.8170","10.9506","6846.76123","-48.5847","36.3200"
"","126.8220","10.9854","6919.05403","-48.5847","36.0116"
"","126.8270","11.0265","7024.54472","-48.5847","35.6349"
"","126.8320","11.0726","7151.35431","-48.5847","35.2363"
"","126.8370","11.1225","7282.77540","-48.5847","34.8368"
"","126.8420","11.1747","7404.87289","-48.5847","34.4531"
"","126.8470","11.2281","7513.80920","-48.5847","34.0510"
"","126.8520","11.2818","7611.31048","-48.5847","33.6561"
"","126.8570","11.3354","7704.25177","-48.5847","33.2732"
"","126.8620","11.3883","7801.88131","-48.5847","32.8674"
"","126.8670","11.4405","7905.86710","-48.5847","32.4593"
"","126.8720","11.4919","8014.24313","-48.5847","32.0780"
"","126.8770","11.5427","8122.28966","-48.5847","31.7313"
"","126.8820","11.5928","8227.27108","-48.5847","31.3934"
"","126.8870","11.6425","8328.04394","-48.5847","31.0564"
"","126.8920","11.6919","8425.46272","-48.5847","30.7347"
"","126.8970","11.7411","8523.19813","-48.5847","30.4134"
"","126.9020","11.7902","8623.34824","-48.5847","30.1003"
"","126.9070","11.8392","8723.24467","-48.5847","29.7788"
"","126.9110","11.8784","8801.49269","-48.5847","29.5059"
"","126.9120","11.8882","8820.67585","-48.5847","29.4354"
"","129.4040","16.3081","14197.49451","-48.5847","12.2853"
"","129.4090","16.3081","14195.17231","-48.5847","12.2901"
"","129.4140","16.3082","14197.05963","-48.5847","12.2857"
"","129.4190","16.3087","14203.08208","-48.5847","12.2844"
"","129.4240","16.3104","14212.54444","-48.5847","12.2792"
"","129.4290","16.3143","14225.79956","-48.5847","12.2483"
"","129.4340","16.3221","14242.00726","-48.5847","12.1841"
"","129.4390","16.3355","14265.86533","-48.5847","12.0626"
"","129.4440","16.3558","14307.43885","-48.5847","11.8536"
"","129.4490","16.3834","14384.73129","-48.5847","11.5373"
"","129.4540","16.4182","14507.97272","-48.5847","11.1228"
"","129.4590","16.4593","14675.52948","-48.5847","10.5993"
"","129.4640","16.5054","14873.64388","-48.5847","10.0089"
"","129.4690","16.5553","15079.70715","-48.5847","9.4066"
"","129.4740","16.6075","15274.96719","-48.5847","8.8104"
"","129.4790","16.6609","15453.37677","-48.5847","8.2365"
"","129.4840","16.7147","15618.19172","-48.5847","7.6739"
"","129.4890","16.7682","15778.44429","-48.5847","7.1145"
"","129.4940","16.8211","15943.89439","-48.5847","6.5645"
"","129.4990","16.8733","16116.25099","-48.5847","6.0249"
"","129.5040","16.9248","16292.84286","-48.5847","5.4876"
"","129.5090","16.9755","16466.91895","-48.5847","4.9556"
"","129.5140","17.0257","16632.47490","-48.5847","4.4389"
"","129.5190","17.0755","16786.30638","-48.5847","3.9472"
"","129.5240","17.1249","16931.47469","-48.5847","3.5067"
"","129.5290","17.1741","17072.26372","-48.5847","3.1057"
"","129.5340","17.2231","17209.64432","-48.5847","2.7160"
"","129.5390","17.2721","17335.43205","-48.5847","2.3480"
"","129.5430","17.3113","17421.50497","-48.5847","2.0984"
"","129.5440","17.3211","17439.13651","-48.5847","2.0458"
"","132.0300","21.7419","23096.21048","-48.5847","-12.3302"
"","132.0350","21.7419","23093.41431","-48.5847","-12.2932"
"","132.0400","21.7420","23092.99469","-48.5847","-12.2822"
"","132.0450","21.7425","23096.37451","-48.5847","-12.2806"
"","132.0500","21.7441","23105.95131","-48.5847","-12.2844"
"","132.0550","21.7480","23120.08858","-48.5847","-12.3108"
"","132.0600","21.7557","23139.94598","-48.5847","-12.3700"
"","132.0650","21.7690","23172.79053","-48.5847","-12.4867"
"","132.0700","21.7891","23229.62952","-48.5847","-12.6628"
"","132.0750","21.8166","23326.66397","-48.5847","-12.9497"
"","132.0800","21.8513","23473.66714","-48.5847","-13.3712"
"","132.0850","21.8924","23667.03606","-48.5847","-13.8834"
"","132.0900","21.9386","23890.29694","-48.5847","-14.4564"
"","132.0950","21.9885","24123.01254","-48.5847","-15.0490"
"","132.1000","22.0407","24348.47832","-48.5847","-15.6413"
"","132.1050","22.0940","24559.28802","-48.5847","-16.2359"
"","132.1100","22.1477","24757.26509","-48.5847","-16.8009"
"","132.1150","22.2012","24949.23782","-48.5847","-17.3207"
"","132.1200","22.2540","25143.14651","-48.5847","-17.8322"
"","132.1250","22.3062","25342.14401","-48.5847","-18.3700"
"","132.1300","22.3576","25544.03877","-48.5847","-18.9213"
"","132.1350","22.4083","25743.13736","-48.5847","-19.4470"
"","132.1400","22.4585","25934.59511","-48.5847","-19.9673"
"","132.1450","22.5083","26115.78751","-48.5847","-20.4726"
"","132.1500","22.5578","26291.19301","-48.5847","-20.9391"
"","132.1550","22.6070","26466.29333","-48.5847","-21.3829"
"","132.1600","22.6561","26641.28494","-48.5847","-21.8119"
"","132.1650","22.7050","26818.36128","-48.5847","-22.2525"
"","132.1690","22.7442","26957.93343","-48.5847","-22.6057"
"","132.1700","22.7540","26992.30194","-48.5847","-22.6935"
"","134.6650","27.1742","34244.58313","-48.5847","-36.1391"
"","134.6700","27.1742","34236.81259","-48.5847","-36.1237"
"","134.6750","27.1743","34234.12704","-48.5847","-36.1145"
"","134.6800","27.1748","34238.09433","-48.5847","-36.1011"
"","134.6850","27.1764","34248.24524","-48.5847","-36.0930"
"","134.6900","27.1804","34264.51874","-48.5847","-36.1138"
"","134.6950","27.1882","34289.94370","-48.5847","-36.1780"
"","134.7000","27.2016","34331.51245","-48.5847","-36.2999"
"","134.7050","27.2218","34399.42932","-48.5847","-36.4794"
"","134.7100","27.2494","34512.03918","-48.5847","-36.7570"
"","134.7150","27.2842","34679.07715","-48.5847","-37.1574"
"","134.7200","27.3253","34896.11435","-48.5847","-37.6506"
"","134.7250","27.3715","35147.69363","-48.5847","-38.1702"
"","134.7300","27.4213","35412.39166","-48.5847","-38.6962"
"","134.7350","27.4735","35670.85648","-48.5847","-39.2287"
"","134.7400","27.5269","35913.87939","-48.5847","-39.7397"
"","134.7450","27.5807","36142.25769","-48.5847","-40.2011"
"","134.7500","27.6342","36361.21750","-48.5847","-40.6562"
"","134.7550","27.6871","36580.34897","-48.5847","-41.1288"
"","134.7600","27.7393","36804.71420","-48.5847","-41.5958"
"","134.7650","27.7907","37030.99442","-48.5847","-42.0610"
"","134.7700","27.8414","37252.89917","-48.5847","-42.5264"
"","134.7750","27.8915","37465.56473","-48.5847","-43.0032"
"","134.7800","27.9412","37669.15512","-48.5847","-43.4470"
"","134.7850","27.9906","37865.61203","-48.5847","-43.8516"
"","134.7900","28.0397","38060.10818","-48.5847","-44.2300"
"","134.7950","28.0887","38256.29807","-48.5847","-44.5744"
"","134.8000","28.1376","38450.63782","-48.5847","-44.9386"
"","134.8040","28.1767","38603.54233","-48.5847","-45.2517"
"","134.8050","28.1865","38641.27731","-48.5847","-45.3376"
"","137.3090","32.6081","44868.58749","-48.5847","-49.3091"
"","137.3140","32.6081","44858.39844","-48.5847","-49.2738"
"","137.3190","32.6082","44852.46277","-48.5847","-49.2524"
"","137.3240","32.6087","44851.64642","-48.5847","-49.2478"
"","137.3290","32.6104","44857.70416","-48.5847","-49.2548"
"","137.3340","32.6144","44872.23434","-48.5847","-49.2862"
"","137.3390","32.6222","44898.34595","-48.5847","-49.3262"
"","137.3440","32.6356","44943.19534","-48.5847","-49.3795"
"","137.3490","32.6558","45017.26151","-48.5847","-49.4952"
"","137.3540","32.6833","45135.70786","-48.5847","-49.6939"
"","137.3590","32.7179","45305.24063","-48.5847","-49.9958"
"","137.3640","32.7589","45523.65112","-48.5847","-50.3628"
"","137.3690","32.8048","45778.07999","-48.5847","-50.7455"
"","137.3740","32.8546","46046.25320","-48.5847","-51.1444"
"","137.3790","32.9066","46308.13980","-48.5847","-51.5455"
"","137.3840","32.9600","46553.63846","-48.5847","-51.9252"
"","137.3890","33.0137","46786.47995","-48.5847","-52.2823"
"","137.3940","33.0671","47013.23700","-48.5847","-52.6179"
"","137.3990","33.1201","47240.97061","-48.5847","-52.9577"
"","137.4040","33.1723","47471.96960","-48.5847","-53.3051"
"","137.4090","33.2238","47701.29776","-48.5847","-53.6379"
"","137.4140","33.2746","47924.33167","-48.5847","-53.9676"
"","137.4190","33.3248","48137.53891","-48.5847","-54.2869"
"","137.4240","33.3746","48340.36636","-48.5847","-54.5750"
"","137.4290","33.4240","48535.82764","-48.5847","-54.8168"
"","137.4340","33.4733","48729.14124","-48.5847","-55.0535"
"","137.4390","33.5224","48923.97690","-48.5847","-55.2957"
"","137.4440","33.5715","49119.94553","-48.5847","-55.5330"
"","137.4480","33.6107","49275.49362","-48.5847","-55.7392"
"","137.4490","33.6205","49314.01443","-48.5847","-55.7923"
"","145.8100","0.0008","-4303.83444","-58.2345","53.6850"
"","145.8150","0.0008","-4297.53304","-58.2345","53.6963"
"","145.8200","0.0010","-4283.00238","-58.2345","53.6903"
"","145.8250","0.0018","-4259.43995","-58.2345","53.6529"
"","145.8300","0.0045","-4232.80716","-58.2345","53.6183"
"","145.8350","0.0107","-4204.62942","-58.2345","53.6005"
"","145.8400","0.0224","-4170.71390","-58.2345","53.5704"
"","145.8450","0.0408","-4120.60308","-58.2345","53.5113"
"","145.8500","0.0668","-4039.36052","-58.2345","53.4088"
"","145.8550","0.1003","-3914.07585","-58.2345","53.2515"
"","145.8600","0.1405","-3744.32230","-58.2345","53.0390"
"","145.8650","0.1861","-3544.84153","-58.2345","52.8217"
"","145.8700","0.2357","-3336.54547","-58.2345","52.6309"
"","145.8750","0.2878","-3139.43791","-58.2345","52.4745"
"","145.8800","0.3413","-2964.84017","-58.2345","52.3267"
"","145.8850","0.3952","-2811.24043","-58.2345","52.1839"
"","145.8900","0.4488","-2668.24389","-58.2345","52.0672"
"","145.8950","0.5018","-2527.60601","-58.2345","51.9436"
"","145.9000","0.5540","-2382.14755","-58.2345","51.7836"
"","145.9050","0.6054","-2233.11090","-58.2345","51.6015"
"","145.9100","0.6561","-2088.46593","-58.2345","51.4157"
"","145.9150","0.7062","-1953.04203","-58.2345","51.2562"
"","145.9200","0.7559","-1827.31104","-58.2345","51.1252"
"","145.9250","0.8051","-1708.02546","-58.2345","51.0144"
"","145.9300","0.8542","-1592.44478","-58.2345","50.9255"
"","145.9350","0.9031","-1477.04566","-58.2345","50.8667"
"","145.9400","0.9520","-1360.62264","-58.2345","50.7890"
"","145.9450","1.0009","-1246.96565","-58.2345","50.6712"
"","145.9460","1.0106","-1224.91133","-58.2345","50.6445"
"","148.4390","5.4315","3292.04416","-58.2345","45.0012"
"","148.4440","5.4315","3293.91217","-58.2345","45.0051"
"","148.4490","5.4316","3297.62077","-58.2345","44.9990"
"","148.4540","5.4321","3303.18379","-58.2345","44.9696"
"","148.4590","5.4338","3311.75303","-58.2345","44.9593"
"","148.4640","5.4377","3317.89899","-58.2345","44.9398"
"","148.4690","5.4456","3318.50100","-58.2345","44.9081"
"","148.4740","5.4590","3315.64140","-58.2345","44.8955"
"","148.4790","5.4791","3314.75019","-58.2345","44.8908"
"","148.4840","5.5067","3329.61988","-58.2345","44.8567"
"","148.4890","5.5414","3370.94069","-58.2345","44.7648"
"","148.4940","5.5824","3438.29989","-58.2345","44.6300"
"","148.4990","5.6284","3520.80536","-58.2345","44.4743"
"","148.5040","5.6782","3602.71025","-58.2345","44.2957"
"","148.5090","5.7303","3671.36288","-58.2345","44.1263"
"","148.5140","5.7837","3722.17131","-58.2345","43.9716"
"","148.5190","5.8374","3760.61559","-58.2345","43.8261"
"","148.5240","5.8909","3796.09871","-58.2345","43.6920"
"","148.5290","5.9437","3835.85215","-58.2345","43.5604"
"","148.5340","5.9959","3885.25128","-58.2345","43.4222"
"","148.5390","6.0474","3940.86027","-58.2345","43.2709"
"","148.5440","6.0982","3996.88125","-58.2345","43.1218"
"","148.5490","6.1484","4047.55354","-58.2345","42.9690"
"","148.5540","6.1982","4092.11874","-58.2345","42.8169"
"","148.5590","6.2477","4132.90596","-58.2345","42.6948"
"","148.5640","6.2969","4172.47963","-58.2345","42.6073"
"","148.5690","6.3460","4213.90533","-58.2345","42.5026"
"","148.5740","6.3950","4259.27544","-58.2345","42.3807"
"","148.5780","6.4342","4295.55321","-58.2345","42.2795"
"","148.5790","6.4440","4304.42095","-58.2345","42.2512"
"","151.0770","10.8637","6805.79710","-58.2345","35.7283"
"","151.0820","10.8637","6802.34051","-58.2345","35.7522"
"","151.0870","10.8638","6804.00038","-58.2345","35.7545"
"","151.0920","10.8643","6811.22255","-58.2345","35.7385"
"","151.0970","10.8660","6821.39444","-58.2345","35.7162"
"","151.1020","10.8700","6830.07526","-58.2345","35.6952"
"","151.1070","10.8780","6833.80175","-58.2345","35.6600"
"","151.1120","10.8917","6832.23295","-58.2345","35.6158"
"","151.1170","10.9121","6833.47750","-58.2345","35.5547"
"","151.1220","10.9400","6853.31631","-58.2345","35.4288"
"","151.1270","10.9750","6902.61078","-58.2345","35.2373"
"","151.1320","11.0163","6982.74088","-58.2345","34.9905"
"","151.1370","11.0626","7081.78043","-58.2345","34.7202"
"","151.1420","11.1125","7183.33149","-58.2345","34.4670"
"","151.1470","11.1648","7274.02687","-58.2345","34.2437"
"","151.1520","11.2183","7347.33534","-58.2345","34.0437"
"","151.1570","11.2722","7409.36661","-58.2345","33.8735"
"","151.1620","11.3257","7468.50395","-58.2345","33.7190"
"","151.1670","11.3787","7530.56240","-58.2345","33.5307"
"","151.1720","11.4309","7600.35229","-58.2345","33.3043"
"","151.1770","11.4823","7675.47655","-58.2345","33.0596"
"","151.1820","11.5330","7749.94469","-58.2345","32.8087"
"","151.1870","11.5831","7820.08362","-58.2345","32.5498"
"","151.1920","11.6328","7885.21004","-58.2345","32.3135"
"","151.1970","11.6821","7949.00751","-58.2345","32.1030"
"","151.2020","11.7312","8015.96260","-58.2345","31.9021"
"","151.2070","11.7802","8087.34226","-58.2345","31.7031"
"","151.2120","11.8292","8159.41715","-58.2345","31.4926"
