4.19E+00,0.00E+00,-3.93E+00,3.03E+02
3.84E+00,0.00E+00,-3.93E+00,3.03E+02
3.84E+00,0.00E+00,-4.28E+00,3.17E+02
4.19E+00,0.00E+00,-4.28E+00,3.17E+02
3.49E+00,0.00E+00,-3.93E+00,3.03E+02
3.49E+00,0.00E+00,-4.28E+00,3.17E+02
3.14E+00,0.00E+00,-3.93E+00,3.03E+02
3.14E+00,0.00E+00,-4.28E+00,3.17E+02
3.50E-01,0.00E+00,-3.57E+00,3.70E+02
0.00E+00,0.00E+00,-3.57E+00,4.29E+02
0.00E+00,0.00E+00,-3.93E+00,4.30E+02
3.50E-01,0.00E+00,-3.93E+00,3.73E+02
2.79E+00,0.00E+00,-3.93E+00,3.03E+02
2.79E+00,0.00E+00,-4.28E+00,3.17E+02
2.45E+00,0.00E+00,-3.93E+00,3.03E+02
2.45E+00,0.00E+00,-4.28E+00,3.17E+02
2.10E+00,0.00E+00,-3.93E+00,3.03E+02
2.10E+00,0.00E+00,-4.28E+00,3.17E+02
1.75E+00,0.00E+00,-3.93E+00,3.03E+02
1.75E+00,0.00E+00,-4.28E+00,3.17E+02
1.40E+00,0.00E+00,-3.93E+00,3.03E+02
1.40E+00,0.00E+00,-4.28E+00,3.18E+02
1.05E+00,0.00E+00,-3.93E+00,3.06E+02
1.05E+00,0.00E+00,-4.28E+00,3.21E+02
7.00E-01,0.00E+00,-3.93E+00,3.23E+02
7.00E-01,0.00E+00,-4.28E+00,3.37E+02
3.50E-01,0.00E+00,-4.28E+00,3.83E+02
5.94E+00,0.00E+00,-3.57E+00,3.70E+02
5.59E+00,0.00E+00,-3.57E+00,3.20E+02
5.59E+00,0.00E+00,-3.93E+00,3.23E+02
5.94E+00,0.00E+00,-3.93E+00,3.73E+02
3.50E-01,0.00E+00,-3.21E+00,3.70E+02
0.00E+00,0.00E+00,-3.21E+00,4.28E+02
5.24E+00,0.00E+00,-3.57E+00,3.04E+02
5.24E+00,0.00E+00,-3.93E+00,3.06E+02
4.89E+00,0.00E+00,-3.57E+00,3.01E+02
4.89E+00,0.00E+00,-3.93E+00,3.03E+02
4.54E+00,0.00E+00,-3.57E+00,3.00E+02
4.54E+00,0.00E+00,-3.93E+00,3.03E+02
4.19E+00,0.00E+00,-3.57E+00,3.00E+02
3.84E+00,0.00E+00,-3.57E+00,3.00E+02
3.49E+00,0.00E+00,-3.57E+00,3.00E+02
