4.19066429e+00, 0.00000000e+00, -3.92786741e+00, 5.96667361e-03
3.84155011e+00, 0.00000000e+00, -3.92786741e+00, 5.96163748e-03
3.84155011e+00, 0.00000000e+00, -4.28484297e+00, 5.65818511e-03
4.19066429e+00, 0.00000000e+00, -4.28484297e+00, 5.66244964e-03
3.49243569e+00, 0.00000000e+00, -3.92786741e+00, 5.95888402e-03
3.49243569e+00, 0.00000000e+00, -4.28484297e+00, 5.65579487e-03
3.14332151e+00, 0.00000000e+00, -3.92786741e+00, 5.95796714e-03
3.14332151e+00, 0.00000000e+00, -4.28484297e+00, 5.65481652e-03
3.50406796e-01, 0.00000000e+00, -3.57089210e+00, 3.96273332e-03
0.00000000e+00, 0.00000000e+00, -3.57089210e+00, 0.00000000e+00
0.00000000e+00, 0.00000000e+00, -3.92786741e+00, 0.00000000e+00
3.50406796e-01, 0.00000000e+00, -3.92786741e+00, 3.91268311e-03
2.79420710e+00, 0.00000000e+00, -3.92786741e+00, 5.95888402e-03
2.79420710e+00, 0.00000000e+00, -4.28484297e+00, 5.65579440e-03
2.44509268e+00, 0.00000000e+00, -3.92786741e+00, 5.96163841e-03
2.44509268e+00, 0.00000000e+00, -4.28484297e+00, 5.65818651e-03
2.09597850e+00, 0.00000000e+00, -3.92786741e+00, 5.96667454e-03
2.09597850e+00, 0.00000000e+00, -4.28484297e+00, 5.66245196e-03
1.74686408e+00, 0.00000000e+00, -3.92786741e+00, 5.97509462e-03
1.74686408e+00, 0.00000000e+00, -4.28484297e+00, 5.66895865e-03
1.39774978e+00, 0.00000000e+00, -3.92786741e+00, 5.98300435e-03
1.39774978e+00, 0.00000000e+00, -4.28484297e+00, 5.67327300e-03
1.04863548e+00, 0.00000000e+00, -3.92786741e+00, 5.95081830e-03
1.04863548e+00, 0.00000000e+00, -4.28484297e+00, 5.63042099e-03
6.99521124e-01, 0.00000000e+00, -3.92786741e+00, 5.59647428e-03
6.99521124e-01, 0.00000000e+00, -4.28484297e+00, 5.25881862e-03
3.50406796e-01, 0.00000000e+00, -4.28484297e+00, 3.63374734e-03
5.93623590e+00, 0.00000000e+00, -3.57089210e+00, 3.96278268e-03
5.58712196e+00, 0.00000000e+00, -3.57089210e+00, 5.63278049e-03
5.58712196e+00, 0.00000000e+00, -3.92786741e+00, 5.59648918e-03
5.93623590e+00, 0.00000000e+00, -3.92786741e+00, 3.91272735e-03
3.50406796e-01, 0.00000000e+00, -3.21391678e+00, 3.97038041e-03
0.00000000e+00, 0.00000000e+00, -3.21391678e+00, 0.00000000e+00
5.23800755e+00, 0.00000000e+00, -3.57089210e+00, 5.97717566e-03
5.23800755e+00, 0.00000000e+00, -3.92786741e+00, 5.95082017e-03
4.88889313e+00, 0.00000000e+00, -3.57089210e+00, 6.00794610e-03
4.88889313e+00, 0.00000000e+00, -3.92786741e+00, 5.98300388e-03
4.53977871e+00, 0.00000000e+00, -3.57089210e+00, 5.99914184e-03
4.53977871e+00, 0.00000000e+00, -3.92786741e+00, 5.97509369e-03
4.19066429e+00, 0.00000000e+00, -3.57089210e+00, 5.99023653e-03
3.84155011e+00, 0.00000000e+00, -3.57089210e+00, 5.98513754e-03
3.49243569e+00, 0.00000000e+00, -3.57089210e+00, 5.98237989e-03
3.14332151e+00, 0.00000000e+00, -3.57089210e+00, 5.98149607e-03
