Time,Displacement,Force
"1.8690","1.5109","191.3364"
"1.8890","1.5276","192.7708"
"1.9090","1.5441","194.1842"
"1.9290","1.5612","195.6584"
"1.9490","1.5781","197.0725"
"1.9690","1.5945","198.3972"
"1.9890","1.6108","199.7046"
"2.0090","1.6275","201.0535"
"2.0290","1.6441","202.3855"
"2.0490","1.6611","203.7437"
"2.0690","1.6784","205.1252"
"2.0890","1.6951","206.3804"
"2.1090","1.7117","207.6151"
"2.1290","1.7288","208.9116"
"2.1490","1.7454","210.0998"
"2.1690","1.7617","211.2512"
"2.1890","1.7781","212.4206"
"2.2090","1.7941","213.5040"
"2.2290","1.8104","214.6312"
"2.2490","1.8274","215.8329"
"2.2690","1.8445","217.0188"
"2.2890","1.8611","218.1287"
"2.3090","1.8779","219.2404"
"2.3290","1.8947","220.3352"
"2.3490","1.9109","221.3289"
"2.3690","1.9274","222.3611"
"2.3890","1.9440","223.4214"
"2.4090","1.9608","224.5114"
"2.4290","1.9782","225.6280"
"2.4490","1.9952","226.6274"
"2.4690","2.0117","227.5381"
"2.4890","2.0283","228.4608"
"2.5090","2.0454","229.4415"
"2.5290","2.0622","230.3524"
"2.5490","2.0785","231.1863"
"2.5690","2.0947","232.0032"
"2.5890","2.1105","232.7612"
"2.6090","2.1271","233.6149"
"2.6290","2.1445","234.5594"
"2.6490","2.1614","235.3990"
"2.6690","2.1780","236.1850"
"2.6890","2.1947","236.9788"
"2.7090","2.2112","237.7219"
"2.7290","2.2278","238.4926"
"2.7490","2.2445","239.2482"
"2.7690","2.2610","239.9567"
"2.7890","2.2775","240.6595"
"2.8090","2.2946","241.4243"
"2.8290","2.3117","242.1712"
"2.8490","2.3283","242.8283"
"2.8690","2.3453","243.5573"
"2.8890","2.3625","244.2741"
"2.9090","2.3790","244.8696"
"2.9290","2.3953","245.4440"
"2.9490","2.4111","245.9562"
"2.9690","2.4272","246.4976"
"2.9890","2.4442","247.1643"
"3.0090","2.4618","247.8768"
"3.0290","2.4786","248.4554"
"3.0490","2.4950","248.9593"
"3.0690","2.5117","249.5285"
"3.0890","2.5281","250.0822"
"3.1090","2.5449","250.6683"
"3.1290","2.5616","251.1917"
"3.1490","2.5777","251.6119"
"3.1690","2.5942","252.0880"
"3.1890","2.6112","252.6212"
"3.2090","2.6281","253.1138"
"3.2290","2.6452","253.6358"
"3.2490","2.6626","254.1617"
"3.2690","2.6792","254.5767"
"3.2890","2.6951","254.9046"
"3.3090","2.7112","255.2637"
"3.3290","2.7275","255.6499"
"3.3490","2.7440","256.0566"
"3.3690","2.7612","256.5514"
"3.3890","2.7783","256.9881"
"3.4090","2.7948","257.3325"
"3.4290","2.8112","257.6954"
"3.4490","2.8278","258.0546"
"3.4690","2.8445","258.4250"
"3.4890","2.8612","258.7894"
"3.5090","2.8779","259.1296"
"3.5290","2.8943","259.4494"
"3.5490","2.9109","259.7707"
"3.5690","2.9282","260.1785"
"3.5890","2.9451","260.5273"
"3.6090","2.9622","260.8743"
"3.6290","2.9793","261.2375"
"3.6490","2.9956","261.4561"
"3.6690","3.0116","261.6739"
"3.6890","3.0278","261.9146"
"3.7090","3.0443","262.1812"
"3.7290","3.0611","262.4837"
"3.7490","3.0781","262.7946"
"3.7690","3.0948","263.0628"
"3.7890","3.1111","263.2838"
"3.8090","3.1279","263.5735"
"3.8290","3.1449","263.8666"
"3.8490","3.1614","264.1480"
"3.8690","3.1784","264.4673"
"3.8890","3.1948","264.6439"
"3.9090","3.2107","264.7651"
"3.9290","3.2276","265.0385"
"3.9490","3.2451","265.3463"
"3.9690","3.2621","265.5835"
"3.9890","3.2790","265.8059"
"4.0090","3.2957","265.9971"
"4.0290","3.3120","266.1391"
"4.0490","3.3281","266.2626"
"4.0690","3.3447","266.4516"
"4.0890","3.3611","266.6078"
"4.1090","3.3778","266.7919"
"4.1290","3.3949","267.0324"
"4.1490","3.4112","267.1346"
"4.1690","3.4276","267.2893"
"4.1890","3.4446","267.5064"
"4.2090","3.4615","267.6856"
"4.2290","3.4782","267.8507"
"4.2490","3.4947","267.9828"
"4.2690","3.5110","268.1017"
"4.2890","3.5276","268.2459"
"4.3090","3.5449","268.4846"
"4.3290","3.5623","268.6945"
"4.3490","3.5790","268.8124"
"4.3690","3.5958","268.9465"
"4.3890","3.6124","269.0586"
"4.4090","3.6286","269.1256"
"4.4290","3.6452","269.2401"
"4.4490","3.6617","269.3426"
"4.4690","3.6782","269.4293"
"4.4890","3.6950","269.5644"
"4.5090","3.7117","269.6708"
"4.5290","3.7280","269.7495"
"4.5490","3.7446","269.8667"
"4.5690","3.7617","270.0988"
"4.5890","3.7786","270.2926"
"4.6090","3.7952","270.3634"
"4.6290","3.8118","270.4489"
"4.6490","3.8280","270.4637"
"4.6690","3.8445","270.5567"
"4.6890","3.8618","270.7230"
"4.7090","3.8788","270.8168"
"4.7290","3.8956","270.9132"
"4.7490","3.9126","271.0138"
"4.7690","3.9293","271.0927"
"4.7890","3.9456","271.1010"
"4.8090","3.9619","271.1423"
"4.8290","3.9780","271.1598"
"4.8490","3.9941","271.1700"
"4.8690","4.0108","271.2675"
"4.8890","4.0277","271.3672"
"4.9090","4.0443","271.4256"
"4.9290","4.0612","271.5344"
"4.9490","4.0783","271.6511"
"4.9690","4.0950","271.6975"
"4.9890","4.1114","271.7256"
"5.0090","4.1278","271.7601"
"5.0290","4.1443","271.8082"
"5.0490","4.1613","271.9130"
"5.0690","4.1787","272.0352"
"5.0890","4.1953","272.0700"
"5.1090","4.2120","272.1063"
"5.1290","4.2292","272.2174"
"5.1490","4.2461","272.2549"
"5.1690","4.2625","272.2397"
"5.1890","4.2784","272.2029"
"5.2090","4.2941","272.1508"
"5.2290","4.3106","272.2148"
"5.2490","4.3279","272.3336"
"5.2690","4.3449","272.4161"
"5.2890","4.3615","272.4415"
"5.3090","4.3782","272.5233"
"5.3290","4.3951","272.6116"
"5.3490","4.4113","272.5857"
"5.3690","4.4276","272.5820"
"5.3890","4.4441","272.5938"
"5.4090","4.4608","272.6355"
"5.4290","4.4781","272.7441"
"5.4490","4.4952","272.8091"
"5.4690","4.5116","272.8006"
"5.4890","4.5285","272.8485"
"5.5090","4.5458","272.9363"
"5.5290","4.5626","272.9660"
"5.5490","4.5788","272.9248"
"5.5690","4.5948","272.8645"
"5.5890","4.6105","272.7924"
"5.6090","4.6271","272.8231"
"5.6290","4.6446","272.9536"
"5.6490","4.6615","272.9923"
"5.6690","4.6780","272.9897"
"5.6890","4.6947","273.0211"
"5.7090","4.7113","273.0156"
"5.7290","4.7280","273.0325"
"5.7490","4.7447","273.0546"
"5.7690","4.7613","273.0569"
"5.7890","4.7779","273.0772"
"5.8090","4.7952","273.1504"
"5.8290","4.8123","273.1908"
"5.8490","4.8287","273.1379"
"5.8690","4.8454","273.1663"
"5.8890","4.8624","273.1985"
"5.9090","4.8788","273.1607"
"5.9290","4.8950","273.1192"
"5.9490","4.9111","273.0714"
"5.9690","4.9274","273.0530"
"5.9890","4.9445","273.1264"
"6.0090","4.9618","273.2443"
"6.0290","4.9787","273.2873"
"6.0490","4.9952","273.2572"
"6.0690","5.0118","273.2277"
"6.0890","5.0280","273.1787"
"6.1090","5.0445","273.1642"
"6.1290","5.0614","273.1975"
"6.1490","5.0779","273.1753"
"6.1690","5.0945","273.1759"
"6.1890","5.1116","273.2264"
"6.2090","5.1283","273.2114"
"6.2290","5.1451","273.2318"
"6.2490","5.1624","273.2925"
"6.2690","5.1793","273.3030"
"6.2890","5.1954","273.2220"
"6.3090","5.2113","273.1264"
"6.3290","5.2274","273.0823"
"6.3490","5.2440","273.0794"
"6.3690","5.2616","273.1898"
"6.3890","5.2786","273.2167"
"6.4090","5.2947","273.1334"
"6.4290","5.3110","273.1049"
"6.4490","5.3277","273.1060"
"6.4690","5.3446","273.1273"
"6.4890","5.3614","273.1385"
"6.5090","5.3782","273.1363"
"6.5290","5.3945","273.0948"
"6.5490","5.4112","273.0852"
"6.5690","5.4282","273.1292"
"6.5890","5.4449","273.1235"
"6.6090","5.4619","273.1457"
"6.6290","5.4793","273.2121"
"6.6490","5.4959","273.1909"
"6.6690","5.5124","273.1870"
"6.6890","5.5287","273.1350"
"6.7090","5.5447","273.0325"
"6.7290","5.5613","273.0377"
"6.7490","5.5784","273.0696"
"6.7690","5.5949","273.0312"
"6.7890","5.6110","272.9595"
"6.8090","5.6280","272.9898"
"6.8290","5.6453","273.0627"
"6.8490","5.6619","273.0223"
"6.8690","5.6782","272.9713"
"6.8890","5.6943","272.9168"
"6.9090","5.7105","272.8553"
"6.9290","5.7277","272.9225"
"6.9490","5.7452","272.9973"
"6.9690","5.7623","273.0160"
"6.9890","5.7792","273.0157"
"7.0090","5.7960","273.0078"
"7.0290","5.8123","272.9434"
"7.0490","5.8285","272.8711"
"7.0690","5.8450","272.8460"
"7.0890","5.8611","272.7784"
"7.1090","5.8777","272.7719"
"7.1290","5.8948","272.8246"
"7.1490","5.9113","272.7935"
"7.1690","5.9278","272.7557"
"7.1890","5.9448","272.7987"
"7.2090","5.9618","272.8011"
"7.2290","5.9784","272.7762"
"7.2490","5.9949","272.7389"
"7.2690","6.0112","272.6926"
"7.2890","6.0275","272.6635"
"7.3090","6.0448","272.7155"
"7.3290","6.0623","272.7847"
"7.3490","6.0792","272.7629"
"7.3690","6.0961","272.7538"
"7.3890","6.1125","272.6973"
"7.4090","6.1285","272.6117"
"7.4290","6.1450","272.5884"
"7.4490","6.1614","272.5384"
"7.4690","6.1777","272.5439"
"7.4890","6.1948","272.6142"
"7.5090","6.2119","272.6274"
"7.5290","6.2283","272.5707"
"7.5490","6.2447","272.5203"
"7.5690","6.2618","272.5551"
"7.5890","6.2785","272.5246"
"7.6090","6.2949","272.4790"
"7.6290","6.3114","272.4432"
"7.6490","6.3276","272.3745"
"7.6690","6.3443","272.3748"
"7.6890","6.3616","272.4342"
"7.7090","6.3787","272.4400"
"7.7290","6.3955","272.4384"
"7.7490","6.4125","272.4482"
"7.7690","6.4292","272.4070"
"7.7890","6.4454","272.3381"
"7.8090","6.4618","272.2839"
"7.8290","6.4781","272.2387"
"7.8490","6.4942","272.1684"
"7.8690","6.5110","272.1803"
"7.8890","6.5279","272.1890"
"7.9090","6.5445","272.1613"
"7.9290","6.5616","272.1943"
"7.9490","6.5786","272.1952"
"7.9690","6.5951","272.1457"
"7.9890","6.6113","272.0684"
"8.0090","6.6277","272.0165"
"8.0290","6.6442","272.0083"
"8.0490","6.6613","272.0312"
"8.0690","6.6785","272.0876"
"8.0890","6.6952","272.0900"
"8.1090","6.7120","272.1078"
"8.1290","6.7292","272.1346"
"8.1490","6.7459","272.0930"
"8.1690","6.7625","272.0424"
"8.1890","6.7789","271.9781"
"8.2090","6.7947","271.8582"
"8.2290","6.8109","271.8069"
"8.2490","6.8278","271.8332"
"8.2690","6.8447","271.8469"
"8.2890","6.8614","271.8305"
"8.3090","6.8782","271.8276"
"8.3290","6.8949","271.8159"
"8.3490","6.9111","271.7467"
"8.3690","6.9275","271.7133"
"8.3890","6.9441","271.7116"
"8.4090","6.9609","271.6956"
"8.4290","6.9781","271.7505"
"8.4490","6.9953","271.7738"
"8.4690","7.0119","271.7285"
"8.4890","7.0286","271.7177"
"8.5090","7.0456","271.7300"
"8.5290","7.0622","271.7009"
"8.5490","7.0785","271.6368"
"8.5690","7.0948","271.5844"
"8.5890","7.1108","271.5030"
"8.6090","7.1274","271.4897"
"8.6290","7.1446","271.5547"
"8.6490","7.1614","271.5423"
"8.6690","7.1779","271.5099"
"8.6890","7.1947","271.5033"
"8.7090","7.2113","271.4771"
"8.7290","7.2280","271.4483"
"8.7490","7.2448","271.4382"
"8.7690","7.2614","271.4091"
"8.7890","7.2779","271.3687"
"8.8090","7.2948","271.3778"
"8.8290","7.3116","271.3610"
"8.8490","7.3285","271.3589"
"8.8690","7.3459","271.3965"
"8.8890","7.3627","271.3889"
"8.9090","7.3788","271.3071"
"8.9290","7.3950","271.2802"
"8.9490","7.4112","271.2118"
"8.9690","7.4274","271.1493"
"8.9890","7.4445","271.1995"
"9.0090","7.4620","271.2468"
"9.0290","7.4785","271.2010"
"9.0490","7.4948","271.1340"
"9.0690","7.5116","271.1359"
"9.0890","7.5281","271.1061"
"9.1090","7.5448","271.0820"
"9.1290","7.5616","271.0895"
"9.1490","7.5780","271.0363"
"9.1690","7.5947","271.0307"
"9.1890","7.6117","271.0497"
"9.2090","7.6284","271.0233"
"9.2290","7.6453","271.0285"
"9.2490","7.6625","271.0469"
"9.2690","7.6792","271.0313"
"9.2890","7.6952","270.9380"
"9.3090","7.7112","270.8699"
"9.3290","7.7274","270.8104"
"9.3490","7.7439","270.7831"
"9.3690","7.7612","270.8411"
"9.3890","7.7783","270.8661"
"9.4090","7.7948","270.8106"
"9.4290","7.8115","270.7829"
"9.4490","7.8283","270.7711"
"9.4690","7.8450","270.7529"
"9.4890","7.8616","270.7318"
"9.5090","7.8779","270.6667"
"9.5290","7.8940","270.5995"
"9.5490","7.9106","270.5971"
"9.5690","7.9281","270.7004"
"9.5890","7.9453","270.7300"
"9.6090","7.9623","270.7254"
"9.6290","7.9794","270.7368"
"9.6490","7.9957","270.6460"
"9.6690","8.0119","270.5651"
"9.6890","8.0282","270.5088"
"9.7090","8.0444","270.4321"
"9.7290","8.0611","270.4310"
"9.7490","8.0782","270.4505"
"9.7690","8.0948","270.4242"
"9.7890","8.1110","270.3583"
"9.8090","8.1277","270.3593"
"9.8290","8.1449","270.3949"
"9.8490","8.1618","270.3932"
"9.8690","8.1784","270.3734"
"9.8890","8.1945","270.2942"
"9.9090","8.2106","270.2229"
"9.9290","8.2278","270.2723"
"9.9490","8.2452","270.3331"
"9.9690","8.2623","270.3318"
"9.9890","8.2792","270.3366"
"10.0090","8.2961","270.3242"
"10.0290","8.3124","270.2642"
"10.0490","8.3285","270.1888"
"10.0690","8.3448","270.1428"
"10.0890","8.3611","270.1091"
"10.1090","8.3779","270.1320"
"10.1290","8.3950","270.1735"
"10.1490","8.4115","270.1137"
"10.1690","8.4280","270.0779"
"10.1890","8.4450","270.1020"
"10.2090","8.4619","270.0980"
"10.2290","8.4785","270.0782"
"10.2490","8.4949","270.0140"
"10.2690","8.5109","269.9326"
"10.2890","8.5272","269.8837"
"10.3090","8.5445","269.9423"
"10.3290","8.5621","270.0182"
"10.3490","8.5792","270.0217"
"10.3690","8.5963","270.0285"
"10.3890","8.6127","269.9445"
"10.4090","8.6285","269.8321"
"10.4290","8.6448","269.7939"
"10.4490","8.6613","269.7678"
"10.4690","8.6778","269.7428"
"10.4890","8.6947","269.7615"
"10.5090","8.7118","269.7820"
"10.5290","8.7282","269.7392"
"10.5490","8.7447","269.7118"
"10.5690","8.7618","269.7297"
"10.5890","8.7784","269.7142"
"10.6090","8.7949","269.6679"
"10.6290","8.8114","269.6448"
"10.6490","8.8275","269.5756"
"10.6690","8.8443","269.5783"
"10.6890","8.8615","269.6379"
"10.7090","8.8786","269.6428"
"10.7290","8.8955","269.6488"
"10.7490","8.9125","269.6481"
"10.7690","8.9291","269.6174"
"10.7890","8.9453","269.5495"
"10.8090","8.9617","269.5047"
"10.8290","8.9779","269.4440"
"10.8490","8.9940","269.3710"
"10.8690","9.0110","269.4160"
"10.8890","9.0282","269.4453"
"10.9090","9.0447","269.4091"
"10.9290","9.0617","269.4628"
"10.9490","9.0788","269.4894"
"10.9690","9.0952","269.4271"
"10.9890","9.1113","269.3434"
"11.0090","9.1276","269.2881"
"11.0290","9.1440","269.2500"
"11.0490","9.1610","269.2720"
"11.0690","9.1785","269.3374"
"11.0890","9.1952","269.3063"
"11.1090","9.2118","269.2700"
"11.1290","9.2287","269.2711"
"11.1490","9.2452","269.2365"
"11.1690","9.2619","269.2205"
"11.1890","9.2788","269.2219"
"11.2090","9.2950","269.1367"
"11.2290","9.3112","269.0761"
"11.2490","9.3279","269.0737"
"11.2690","9.3448","269.0884"
"11.2890","9.3613","269.0674"
"11.3090","9.3781","269.0678"
"11.3290","9.3950","269.0727"
"11.3490","9.4113","269.0107"
"11.3690","9.4278","268.9915"
"11.3890","9.4445","268.9866"
"11.4090","9.4613","268.9812"
"11.4290","9.4785","269.0584"
"11.4490","9.4958","269.1317"
"11.4690","9.5125","269.1203"
"11.4890","9.5291","269.0839"
"11.5090","9.5460","269.0707"
"11.5290","9.5624","269.0171"
"11.5490","9.5786","268.9480"
"11.5690","9.5950","268.9045"
"11.5890","9.6111","268.8342"
"11.6090","9.6277","268.8202"
"11.6290","9.6449","268.8594"
"11.6490","9.6616","268.8298"
"11.6690","9.6781","268.7935"
"11.6890","9.6949","268.7946"
"11.7090","9.7114","268.7548"
"11.7290","9.7279","268.7253"
"11.7490","9.7446","268.7097"
"11.7690","9.7612","268.6794"
"11.7890","9.7775","268.6330"
"11.8090","9.7945","268.6489"
"11.8290","9.8118","268.7025"
"11.8490","9.8286","268.6823"
"11.8690","9.8458","268.7028"
"11.8890","9.8627","268.6922"
"11.9090","9.8789","268.6006"
"11.9290","9.8950","268.5391"
"11.9490","9.9109","268.4519"
"11.9690","9.9269","268.3991"
"11.9890","9.9440","268.4420"
"12.0090","9.9616","268.5253"
"12.0290","9.9784","268.5707"
"12.0490","9.9952","268.5871"
"12.0690","10.0120","268.5735"
"12.0890","10.0282","268.4929"
"12.1090","10.0446","268.4355"
"12.1290","10.0612","268.4286"
"12.1490","10.0777","268.3900"
"12.1690","10.0944","268.3791"
"12.1890","10.1115","268.4095"
"12.2090","10.1284","268.4062"
"12.2290","10.1454","268.4116"
"12.2490","10.1626","268.4350"
"12.2690","10.1792","268.4008"
"12.2890","10.1952","268.3136"
"12.3090","10.2112","268.2259"
"12.3290","10.2274","268.1842"
"12.3490","10.2440","268.1585"
"12.3690","10.2614","268.2339"
"12.3890","10.2786","268.2596"
"12.4090","10.2949","268.1875"
"12.4290","10.3115","268.1726"
"12.4490","10.3283","268.1641"
"12.4690","10.3451","268.1497"
"12.4890","10.3617","268.1253"
"12.5090","10.3782","268.0899"
"12.5290","10.3944","268.0327"
"12.5490","10.4110","268.0127"
"12.5690","10.4282","268.0569"
"12.5890","10.4452","268.0607"
"12.6090","10.4625","268.0926"
"12.6290","10.4798","268.1154"
"12.6490","10.4959","267.9985"
"12.6690","10.5114","267.8673"
"12.6890","10.5274","267.8059"
"12.7090","10.5438","267.7916"
"12.7290","10.5608","267.8305"
"12.7490","10.5781","267.9037"
"12.7690","10.5950","267.9574"
"12.7890","10.6114","267.9386"
"12.8090","10.6282","267.9208"
"12.8290","10.6452","267.9454"
"12.8490","10.6619","267.9023"
"12.8690","10.6783","267.8502"
"12.8890","10.6942","267.7683"
"12.9090","10.7104","267.7096"
"12.9290","10.7277","267.7966"
"12.9490","10.7454","267.8608"
"12.9690","10.7623","267.8574"
"12.9890","10.7790","267.8292"
"13.0090","10.7959","267.8185"
"13.0290","10.8123","267.7730"
"13.0490","10.8285","267.7045"
"13.0690","10.8449","267.6774"
"13.0890","10.8611","267.6230"
"13.1090","10.8778","267.6225"
"13.1290","10.8950","267.6673"
"13.1490","10.9115","267.6248"
"13.1690","10.9281","267.5927"
"13.1890","10.9451","267.6224"
"13.2090","10.9620","267.6128"
"13.2290","10.9786","267.5757"
"13.2490","10.9950","267.5240"
"13.2690","11.0111","267.4537"
"13.2890","11.0275","267.4320"
"13.3090","11.0451","267.5157"
"13.3290","11.0626","267.5790"
"13.3490","11.0792","267.5274"
"13.3690","11.0959","267.5094"
"13.3890","11.1126","267.5031"
"13.4090","11.1292","267.4649"
"13.4290","11.1458","267.4781"
"13.4490","11.1620","267.4190"
"13.4690","11.1779","267.3399"
"13.4890","11.1945","267.3316"
"13.5090","11.2115","267.3484"
"13.5290","11.2281","267.3233"
"13.5490","11.2446","267.2997"
"13.5690","11.2617","267.3433"
"13.5890","11.2783","267.3149"
"13.6090","11.2946","267.2599"
"13.6290","11.3111","267.2321"
"13.6490","11.3273","267.1874"
"13.6690","11.3442","267.2018"
"13.6890","11.3615","267.2700"
"13.7090","11.3785","267.2682"
"13.7290","11.3953","267.2551"
"13.7490","11.4123","267.2630"
"13.7690","11.4290","267.2460"
"13.7890","11.4453","267.1962"
"13.8090","11.4618","267.1586"
"13.8290","11.4781","267.1207"
"13.8490","11.4943","267.0641"
"13.8690","11.5113","267.0872"
"13.8890","11.5280","267.0850"
"13.9090","11.5443","267.0301"
"13.9290","11.5613","267.0668"
"13.9490","11.5785","267.0924"
"13.9690","11.5951","267.0673"
"13.9890","11.6112","267.0107"
"14.0090","11.6277","267.0251"
"14.0290","11.6444","267.0546"
"14.0490","11.6615","267.0674"
"14.0690","11.6788","267.1046"
"14.0890","11.6954","267.0626"
"14.1090","11.7120","267.0338"
"14.1290","11.7290","267.0388"
"14.1490","11.7455","266.9951"
"14.1690","11.7620","266.9583"
"14.1890","11.7784","266.9255"
"14.2090","11.7946","266.8573"
"14.2290","11.8109","266.8301"
"14.2490","11.8279","266.8519"
"14.2690","11.8448","266.8508"
"14.2890","11.8615","266.8447"
"14.3090","11.8787","266.8684"
"14.3290","11.8954","266.8454"
"14.3490","11.9113","266.7418"
"14.3690","11.9274","266.6795"
"14.3890","11.9438","266.6631"
"14.4090","11.9606","266.6622"
"14.4290","11.9779","266.7383"
"14.4490","11.9952","266.7656"
"14.4690","12.0118","266.7380"
"14.4890","12.0285","266.7308"
"14.5090","12.0456","266.7569"
"14.5290","12.0623","266.7506"
"14.5490","12.0785","266.6744"
"14.5690","12.0946","266.6253"
"14.5890","12.1106","266.5589"
"14.6090","12.1273","266.5702"
"14.6290","12.1447","266.6680"
"14.6490","12.1618","266.7217"
"14.6690","12.1786","266.7227"
"14.6890","12.1953","266.6950"
"14.7090","12.2116","266.6389"
"14.7290","12.2279","266.5854"
"14.7490","12.2445","266.5709"
"14.7690","12.2611","266.5480"
"14.7890","12.2776","266.5306"
"14.8090","12.2947","266.5568"
"14.8290","12.3118","266.5771"
"14.8490","12.3285","266.5474"
"14.8690","12.3456","266.5861"
"14.8890","12.3627","266.6078"
"14.9090","12.3790","266.5291"
"14.9290","12.3951","266.4698"
"14.9490","12.4113","266.4028"
"14.9690","12.4275","266.3519"
"14.9890","12.4444","266.3863"
"15.0090","12.4618","266.4354"
"15.0290","12.4787","266.4463"
"15.0490","12.4953","266.3995"
"15.0690","12.5117","266.3609"
"15.0890","12.5279","266.2996"
"15.1090","12.5443","266.2697"
"15.1290","12.5612","266.2923"
"15.1490","12.5777","266.2565"
"15.1690","12.5944","266.2589"
"15.1890","12.6115","266.2912"
"15.2090","12.6283","266.2960"
"15.2290","12.6454","266.3195"
"15.2490","12.6626","266.3550"
"15.2690","12.6792","266.3221"
"15.2890","12.6950","266.2279"
"15.3090","12.7111","266.1797"
"15.3290","12.7276","266.1860"
"15.3490","12.7443","266.2063"
"15.3690","12.7617","266.2614"
"15.3890","12.7787","266.2747"
"15.4090","12.7950","266.2046"
"15.4290","12.8114","266.1849"
"15.4490","12.8281","266.1777"
"15.4690","12.8448","266.1658"
"15.4890","12.8616","266.1588"
"15.5090","12.8781","266.1223"
"15.5290","12.8943","266.0770"
"15.5490","12.9110","266.0682"
"15.5690","12.9281","266.1073"
"15.5890","12.9449","266.1050"
"15.6090","12.9619","266.1148"
"15.6290","12.9792","266.1649"
"15.6490","12.9956","266.1090"
"15.6690","13.0117","266.0407"
"15.6890","13.0280","266.0025"
"15.7090","13.0445","265.9774"
"15.7290","13.0615","265.9957"
"15.7490","13.0785","265.9998"
"15.7690","13.0948","265.9563"
"15.7890","13.1107","265.8835"
"15.8090","13.1275","265.8979"
"15.8290","13.1446","265.9421"
"15.8490","13.1613","265.9413"
"15.8690","13.1779","265.9208"
"15.8890","13.1941","265.8664"
"15.9090","13.2103","265.8173"
"15.9290","13.2276","265.8855"
"15.9490","13.2451","265.9601"
"15.9690","13.2621","265.9680"
"15.9890","13.2788","265.9594"
"16.0090","13.2955","265.9371"
"16.0290","13.3118","265.9033"
"16.0490","13.3281","265.8546"
"16.0690","13.3448","265.8622"
"16.0890","13.3612","265.8324"
"16.1090","13.3779","265.8189"
"16.1290","13.3949","265.8488"
"16.1490","13.4112","265.7920"
"16.1690","13.4276","265.7682"
"16.1890","13.4446","265.7977"
"16.2090","13.4615","265.8074"
"16.2290","13.4782","265.8031"
"16.2490","13.4947","265.7726"
"16.2690","13.5111","265.7328"
"16.2890","13.5273","265.6876"
"16.3090","13.5444","265.7294"
"16.3290","13.5617","265.8164"
"16.3490","13.5789","265.8695"
"16.3690","13.5962","265.8953"
"16.3890","13.6131","265.8838"
"16.4090","13.6294","265.8100"
