Time,Displacement,Force
"19.9220","16.5467","259.0524"
"19.9420","16.5633","259.0377"
"19.9620","16.5794","258.9753"
"19.9820","16.5960","258.9731"
"20.0020","16.6129","258.9916"
"20.0220","16.6294","258.9659"
"20.0420","16.6463","258.9993"
"20.0620","16.6633","259.0155"
"20.0820","16.6797","258.9807"
"20.1020","16.6959","258.9432"
"20.1220","16.7124","258.9194"
"20.1420","16.7290","258.9270"
"20.1620","16.7459","258.9444"
"20.1820","16.7631","258.9965"
"20.2020","16.7798","258.9805"
"20.2220","16.7964","258.9668"
"20.2420","16.8135","258.9976"
"20.2620","16.8301","258.9867"
"20.2820","16.8467","258.9765"
"20.3020","16.8633","258.9631"
"20.3220","16.8793","258.8987"
"20.3420","16.8956","258.8658"
"20.3620","16.9126","258.8989"
"20.3820","16.9296","258.9225"
"20.4020","16.9461","258.9056"
"20.4220","16.9630","258.9026"
"20.4420","16.9798","258.9031"
"20.4620","16.9958","258.8254"
"20.4820","17.0121","258.8004"
"20.5020","17.0288","258.8161"
"20.5220","17.0454","258.8079"
"20.5420","17.0625","258.8633"
"20.5620","17.0797","258.8975"
"20.5820","17.0963","258.8767"
"20.6020","17.1130","258.8789"
"20.6220","17.1302","258.9197"
"20.6420","17.1471","258.9351"
"20.6620","17.1634","258.8913"
"20.6820","17.1796","258.8523"
"20.7020","17.1955","258.7833"
"20.7220","17.2120","258.7835"
"20.7420","17.2294","258.8833"
"20.7620","17.2465","258.9166"
"20.7820","17.2631","258.9003"
"20.8020","17.2797","258.8870"
"20.8220","17.2963","258.8671"
"20.8420","17.3128","258.8535"
"20.8620","17.3295","258.8499"
"20.8820","17.3458","258.8224"
"20.9020","17.3622","258.7995"
"20.9220","17.3791","258.8160"
"20.9420","17.3960","258.8325"
"20.9620","17.4126","258.8229"
"20.9820","17.4297","258.8690"
"21.0020","17.4470","258.9218"
"21.0220","17.4635","258.8828"
"21.0420","17.4797","258.8436"
"21.0620","17.4958","258.7844"
"21.0820","17.5118","258.7313"
"21.1020","17.5287","258.7676"
"21.1220","17.5463","258.8323"
"21.1420","17.5630","258.8304"
"21.1620","17.5793","258.7834"
"21.1820","17.5960","258.8000"
"21.2020","17.6127","258.8073"
"21.2220","17.6294","258.7947"
"21.2420","17.6462","258.8173"
"21.2620","17.6625","258.7833"
"21.2820","17.6790","258.7766"
"21.3020","17.6959","258.8070"
"21.3220","17.7127","258.8125"
"21.3420","17.7296","258.8385"
"21.3620","17.7469","258.8959"
"21.3820","17.7639","258.9285"
"21.4020","17.7802","258.9156"
"21.4220","17.7965","258.8831"
"21.4420","17.8127","258.8441"
"21.4620","17.8290","258.8100"
"21.4820","17.8462","258.8549"
"21.5020","17.8633","258.8894"
"21.5220","17.8796","258.8268"
"21.5420","17.8959","258.8081"
"21.5620","17.9126","258.8120"
"21.5820","17.9294","258.8174"
"21.6020","17.9462","258.8307"
"21.6220","17.9628","258.8086"
"21.6420","17.9790","258.7726"
"21.6620","17.9956","258.7614"
"21.6820","18.0127","258.8149"
"21.7020","18.0296","258.8265"
"21.7220","18.0467","258.8524"
"21.7420","18.0640","258.9188"
"21.7620","18.0806","258.8820"
"21.7820","18.0968","258.8248"
"21.8020","18.1129","258.7664"
"21.8220","18.1288","258.6949"
"21.8420","18.1453","258.6982"
"21.8620","18.1625","258.7621"
"21.8820","18.1796","258.7933"
"21.9020","18.1959","258.7520"
"21.9220","18.2125","258.7527"
"21.9420","18.2296","258.7871"
"21.9620","18.2461","258.7685"
"21.9820","18.2624","258.7455"
"22.0020","18.2788","258.7263"
"22.0220","18.2951","258.7361"
"22.0420","18.3126","258.8576"
"22.0620","18.3304","258.9436"
"22.0820","18.3473","258.9356"
"22.1020","18.3639","258.9243"
"22.1220","18.3807","258.9141"
"22.1420","18.3969","258.8691"
"22.1620","18.4129","258.7966"
"22.1820","18.4294","258.7941"
"22.2020","18.4458","258.7860"
"22.2220","18.4626","258.7851"
"22.2420","18.4796","258.8210"
"22.2620","18.4959","258.7769"
"22.2820","18.5123","258.7734"
"22.3020","18.5294","258.8228"
"22.3220","18.5463","258.8343"
"22.3420","18.5629","258.8257"
"22.3620","18.5793","258.7951"
"22.3820","18.5956","258.7698"
"22.4020","18.6119","258.7512"
"22.4220","18.6290","258.7948"
"22.4420","18.6464","258.8600"
"22.4620","18.6633","258.8705"
"22.4820","18.6803","258.9023"
"22.5020","18.6972","258.9081"
"22.5220","18.7134","258.8543"
"22.5420","18.7298","258.8394"
"22.5620","18.7463","258.8241"
"22.5820","18.7626","258.7816"
"22.6020","18.7792","258.7952"
"22.6220","18.7963","258.8208"
"22.6420","18.8131","258.8210"
"22.6620","18.8296","258.7772"
"22.6820","18.8462","258.8143"
"22.7020","18.8630","258.8701"
"22.7220","18.8797","258.8637"
"22.7420","18.8962","258.8552"
"22.7620","18.9123","258.7852"
"22.7820","18.9289","258.7917"
"22.8020","18.9462","258.8609"
"22.8220","18.9633","258.8813"
"22.8420","18.9799","258.8778"
"22.8620","18.9968","258.8901"
"22.8820","19.0137","258.9065"
"22.9020","19.0300","258.8663"
"22.9220","19.0465","258.8460"
"22.9420","19.0630","258.8321"
"22.9620","19.0791","258.7771"
"22.9820","19.0958","258.7962"
"23.0020","19.1128","258.8272"
"23.0220","19.1293","258.8109"
"23.0420","19.1462","258.8386"
"23.0620","19.1632","258.8704"
"23.0820","19.1798","258.8468"
"23.1020","19.1959","258.8047"
"23.1220","19.2123","258.7818"
"23.1420","19.2291","258.8032"
"23.1620","19.2462","258.8379"
"23.1820","19.2635","258.8914"
"23.2020","19.2801","258.8762"
"23.2220","19.2965","258.8414"
"23.2420","19.3135","258.8876"
"23.2620","19.3303","258.8810"
"23.2820","19.3468","258.8692"
"23.3020","19.3631","258.8385"
"23.3220","19.3792","258.7732"
"23.3420","19.3955","258.8067"
"23.3620","19.4127","258.9016"
"23.3820","19.4299","258.9387"
"23.4020","19.4464","258.9070"
"23.4220","19.4631","258.9057"
"23.4420","19.4799","258.9142"
"23.4620","19.4962","258.8653"
"23.4820","19.5126","258.8415"
"23.5020","19.5292","258.8337"
"23.5220","19.5458","258.8295"
"23.5420","19.5630","258.8926"
"23.5620","19.5802","258.9236"
"23.5820","19.5966","258.8743"
"23.6020","19.6130","258.8581"
"23.6220","19.6301","258.8885"
"23.6420","19.6469","258.9087"
"23.6620","19.6633","258.8727"
"23.6820","19.6795","258.8330"
"23.7020","19.6954","258.7820"
"23.7220","19.7119","258.7717"
"23.7420","19.7293","258.8637"
"23.7620","19.7464","258.8818"
"23.7820","19.7630","258.8755"
"23.8020","19.7797","258.8767"
"23.8220","19.7961","258.8476"
"23.8420","19.8126","258.8515"
"23.8620","19.8294","258.8619"
"23.8820","19.8461","258.8740"
"23.9020","19.8625","258.8482"
"23.9220","19.8793","258.8718"
"23.9420","19.8966","258.9201"
"23.9620","19.9134","258.9211"
"23.9820","19.9303","258.9367"
"24.0020","19.9471","258.9832"
"24.0220","19.9638","259.0024"
"24.0420","19.9802","258.9863"
"24.0620","19.9962","258.9199"
"24.0820","20.0120","258.8399"
"24.1020","20.0288","258.8676"
"24.1060","20.0323","258.8826"

