Time,Displacement,Force
"1.1850","0.9378","156.9849"
"1.2050","0.9546","159.2203"
"1.2250","0.9715","161.4737"
"1.2450","0.9882","163.6433"
"1.2650","1.0047","165.7852"
"1.2850","1.0209","167.8312"
"1.3050","1.0371","169.8517"
"1.3250","1.0539","171.9909"
"1.3450","1.0709","174.1433"
"1.3650","1.0876","176.2014"
"1.3850","1.1043","178.2662"
"1.4050","1.1211","180.3043"
"1.4250","1.1373","182.2125"
"1.4450","1.1538","184.1589"
"1.4650","1.1705","186.1274"
"1.4850","1.1870","188.0483"
"1.5050","1.2040","190.0185"
"1.5250","1.2213","192.0400"
"1.5450","1.2381","193.9190"
"1.5650","1.2547","195.7578"
"1.5850","1.2718","197.6784"
"1.6050","1.2886","199.5033"
"1.6250","1.3049","201.2305"
"1.6450","1.3212","202.9213"
"1.6650","1.3373","204.5547"
"1.6850","1.3535","206.2330"
"1.7050","1.3707","208.0357"
"1.7250","1.3877","209.7932"
"1.7450","1.4044","211.4305"
"1.7650","1.4211","213.0898"
"1.7850","1.4378","214.7109"
"1.8050","1.4543","216.2769"
"1.8250","1.4709","217.8553"
"1.8450","1.4874","219.3830"
"1.8650","1.5038","220.8797"
"1.8850","1.5208","222.4753"
"1.9050","1.5382","224.0738"
"1.9250","1.5548","225.5258"
"1.9450","1.5716","226.9946"
"1.9650","1.5888","228.4966"
"1.9850","1.6054","229.8921"
"2.0050","1.6218","231.2164"
"2.0250","1.6378","232.4815"
"2.0450","1.6536","233.6908"
"2.0650","1.6702","235.0118"
"2.0850","1.6876","236.4718"
"2.1050","1.7046","237.8054"
"2.1250","1.7212","239.0541"
"2.1450","1.7381","240.3157"
"2.1650","1.7548","241.5192"
"2.1850","1.7713","242.6730"
"2.2050","1.7879","243.8217"
"2.2250","1.8042","244.9181"
"2.2450","1.8208","246.0295"
"2.2650","1.8379","247.1984"
"2.2850","1.8545","248.2746"
"2.3050","1.8713","249.3970"
"2.3250","1.8888","250.6537"
"2.3450","1.9061","251.7580"
"2.3650","1.9222","252.6265"
"2.3850","1.9380","253.4632"
"2.4050","1.9542","254.3643"
"2.4250","1.9705","255.2758"
"2.4450","1.9876","256.2848"
"2.4650","2.0049","257.2918"
"2.4850","2.0213","258.1327"
"2.5050","2.0377","258.9551"
"2.5250","2.0544","259.8288"
"2.5450","2.0710","260.6718"
"2.5650","2.0877","261.5088"
"2.5850","2.1045","262.3546"
"2.6050","2.1210","263.1036"
"2.6250","2.1375","263.8598"
"2.6450","2.1546","264.6977"
"2.6650","2.1716","265.4991"
"2.6850","2.1885","266.2663"
"2.7050","2.2056","267.0414"
"2.7250","2.2223","267.7265"
"2.7450","2.2383","268.2977"
"2.7650","2.2544","268.8961"
"2.7850","2.2706","269.5003"
"2.8050","2.2872","270.1433"
"2.8250","2.3044","270.8801"
"2.8450","2.3216","271.5587"
"2.8650","2.3380","272.1078"
"2.8850","2.3545","272.6739"
"2.9050","2.3716","273.3008"
"2.9250","2.3882","273.8540"
"2.9450","2.4050","274.4006"
"2.9650","2.4215","274.8803"
"2.9850","2.4372","275.2455"
"3.0050","2.4536","275.8141"
"3.0250","2.4715","276.5802"
"3.0450","2.4888","277.1429"
"3.0650","2.5055","277.5796"
"3.0850","2.5222","278.0275"
"3.1050","2.5386","278.3993"
"3.1250","2.5547","278.7464"
"3.1450","2.5710","279.1354"
"3.1650","2.5873","279.5022"
"3.1850","2.6039","279.9142"
"3.2050","2.6211","280.3920"
"3.2250","2.6378","280.7964"
"3.2450","2.6542","281.1192"
"3.2650","2.6711","281.5385"
"3.2850","2.6881","281.9451"
"3.3050","2.7049","282.2916"
"3.3250","2.7214","282.5987"
"3.3450","2.7376","282.8618"
"3.3650","2.7539","283.1396"
"3.3850","2.7710","283.5431"
"3.4050","2.7886","283.9857"
"3.4250","2.8055","284.2847"
"3.4450","2.8223","284.5618"
"3.4650","2.8391","284.8475"
"3.4850","2.8554","285.0467"
"3.5050","2.8719","285.2652"
"3.5250","2.8882","285.4828"
"3.5450","2.9043","285.6384"
"3.5650","2.9208","285.8812"
"3.5850","2.9379","286.1924"
"3.6050","2.9548","286.4260"
"3.6250","2.9714","286.6536"
"3.6450","2.9885","286.9436"
"3.6650","3.0053","287.1978"
"3.6850","3.0218","287.4603"
"3.7050","3.0385","287.6538"
"3.7250","3.0548","287.7678"
"3.7450","3.0713","287.9190"
"3.7650","3.0887","288.1865"
"3.7850","3.1055","288.3531"
"3.8050","3.1219","288.4441"
"3.8250","3.1386","288.6324"
"3.8450","3.1556","288.8309"
"3.8650","3.1721","288.9548"
"3.8850","3.1884","289.0487"
"3.9050","3.2047","289.1404"
"3.9250","3.2206","289.2000"
"3.9450","3.2372","289.3537"
"3.9650","3.2543","289.5500"
"3.9850","3.2708","289.6620"
"4.0050","3.2877","289.8168"
"4.0250","3.3049","290.0338"
"4.0450","3.3217","290.1538"
"4.0650","3.3381","290.2115"
"4.0850","3.3546","290.2978"
"4.1050","3.3710","290.3629"
"4.1250","3.3878","290.4942"
"4.1450","3.4052","290.6878"
"4.1650","3.4220","290.7748"
"4.1850","3.4384","290.8347"
"4.2050","3.4555","290.9671"
"4.2250","3.4723","291.0680"
"4.2450","3.4887","291.0867"
"4.2650","3.5050","291.1171"
"4.2850","3.5210","291.1039"
"4.3050","3.5373","291.1305"
"4.3250","3.5544","291.2882"
"4.3450","3.5716","291.4122"
"4.3650","3.5882","291.4820"
"4.3850","3.6051","291.6341"
"4.4050","3.6221","291.7398"
"4.4250","3.6382","291.6813"
"4.4450","3.6543","291.6412"
"4.4650","3.6709","291.6725"
"4.4850","3.6873","291.6978"
"4.5050","3.7045","291.8138"
"4.5250","3.7218","291.9412"
"4.5450","3.7385","291.9665"
"4.5650","3.7555","292.0210"
"4.5850","3.7727","292.1195"
"4.6050","3.7893","292.1026"
"4.6250","3.8054","292.0391"
"4.6450","3.8214","291.9789"
"4.6650","3.8372","291.8947"
"4.6850","3.8534","291.8914"
"4.7050","3.8707","292.0218"
"4.7250","3.8879","292.1305"
"4.7450","3.9046","292.1369"
"4.7650","3.9213","292.1728"
"4.7850","3.9380","292.1911"
"4.8050","3.9544","292.1577"
"4.8250","3.9711","292.1838"
"4.8450","3.9877","292.1877"
"4.8650","4.0042","292.1805"
"4.8850","4.0211","292.2282"
"4.9050","4.0380","292.2461"
"4.9250","4.0544","292.2280"
"4.9450","4.0715","292.2875"
"4.9650","4.0890","292.3961"
"4.9850","4.1058","292.3777"
"5.0050","4.1221","292.3034"
"5.0250","4.1383","292.2167"
"5.0450","4.1541","292.1048"
"5.0650","4.1708","292.1156"
"5.0850","4.1881","292.2662"
"5.1050","4.2053","292.3374"
"5.1250","4.2219","292.2917"
"5.1450","4.2387","292.2645"
"5.1650","4.2551","292.1936"
"5.1850","4.2715","292.1363"
"5.2050","4.2882","292.1123"
"5.2250","4.3047","292.0747"
"5.2450","4.3212","292.0168"
"5.2650","4.3384","292.0750"
"5.2850","4.3556","292.0986"
"5.3050","4.3722","292.0275"
"5.3250","4.3889","292.0040"
"5.3450","4.4057","291.9810"
"5.3650","4.4219","291.8868"
"5.3850","4.4378","291.7812"
"5.4050","4.4541","291.7135"
"5.4250","4.4704","291.6680"
"5.4450","4.4876","291.7300"
"5.4650","4.5050","291.8038"
"5.4850","4.5214","291.7232"
"5.5050","4.5376","291.6328"
"5.5250","4.5543","291.6198"
"5.5450","4.5710","291.5974"
"5.5650","4.5877","291.5789"
"5.5850","4.6045","291.5664"
"5.6050","4.6209","291.4947"
"5.6250","4.6375","291.4670"
"5.6450","4.6547","291.5175"
"5.6650","4.6716","291.4932"
"5.6850","4.6884","291.4735"
"5.7050","4.7056","291.5013"
"5.7250","4.7222","291.4567"
"5.7450","4.7384","291.3923"
"5.7650","4.7550","291.3768"
"5.7850","4.7714","291.3089"
"5.8050","4.7881","291.2506"
"5.8250","4.8052","291.2747"
"5.8450","4.8221","291.2386"
"5.8650","4.8383","291.1234"
"5.8850","4.8549","291.0812"
"5.9050","4.8721","291.1078"
"5.9250","4.8887","291.0390"
"5.9450","4.9052","290.9545"
"5.9650","4.9216","290.8605"
"5.9850","4.9373","290.6870"
"6.0050","4.9537","290.6395"
"6.0250","4.9712","290.7378"
"6.0450","4.9885","290.7671"
"6.0650","5.0055","290.7599"
"6.0850","5.0225","290.7481"
"6.1050","5.0390","290.6642"
"6.1250","5.0553","290.5572"
"6.1450","5.0716","290.4756"
"6.1650","5.0878","290.3703"
"6.1850","5.1042","290.3088"
"6.2050","5.1212","290.3186"
"6.2250","5.1379","290.2842"
"6.2450","5.1544","290.2178"
"6.2650","5.1713","290.2131"
"6.2850","5.1883","290.2170"
"6.3050","5.2050","290.1602"
"6.3250","5.2215","290.1056"
"6.3450","5.2379","290.0022"
"6.3650","5.2539","289.8972"
"6.3850","5.2708","289.9499"
"6.4050","5.2884","290.0235"
"6.4250","5.3053","290.0007"
"6.4450","5.3222","289.9633"
"6.4650","5.3391","289.9313"
"6.4850","5.3555","289.8238"
"6.5050","5.3720","289.7308"
"6.5250","5.3883","289.6317"
"6.5450","5.4044","289.5067"
"6.5650","5.4210","289.4686"
"6.5850","5.4381","289.4745"
"6.6050","5.4547","289.3938"
"6.6250","5.4711","289.3111"
"6.6450","5.4882","289.3338"
"6.6650","5.5052","289.3227"
"6.6850","5.5217","289.2386"
"6.7050","5.5382","289.1535"
"6.7250","5.5545","289.0503"
"6.7450","5.5709","288.9819"
"6.7650","5.5881","289.0150"
"6.7850","5.6054","289.0374"
"6.8050","5.6222","288.9769"
"6.8250","5.6390","288.9374"
"6.8450","5.6558","288.9003"
"6.8650","5.6724","288.8261"
"6.8850","5.6891","288.7651"
"6.9050","5.7053","288.6165"
"6.9250","5.7208","288.4224"
"6.9450","5.7371","288.3549"
"6.9650","5.7541","288.3802"
"6.9850","5.7707","288.3633"
"7.0050","5.7878","288.4020"
"7.0250","5.8051","288.4482"
"7.0450","5.8218","288.3631"
"7.0650","5.8380","288.2359"
"7.0850","5.8542","288.1456"
"7.1050","5.8708","288.0837"
"7.1250","5.8877","288.0801"
"7.1450","5.9051","288.1208"
"7.1650","5.9218","288.0512"
"7.1850","5.9383","287.9628"
"7.2050","5.9553","287.9496"
"7.2250","5.9722","287.9223"
"7.2450","5.9887","287.8326"
"7.2650","6.0050","287.7335"
"7.2850","6.0211","287.6100"
"7.3050","6.0373","287.5068"
"7.3250","6.0543","287.5260"
"7.3450","6.0716","287.5486"
"7.3650","6.0883","287.4839"
"7.3850","6.1050","287.4389"
"7.4050","6.1218","287.3943"
"7.4250","6.1381","287.2926"
"7.4450","6.1543","287.1844"
"7.4650","6.1708","287.1284"
"7.4850","6.1873","287.0828"
"7.5050","6.2044","287.1242"
"7.5250","6.2221","287.2394"
"7.5450","6.2390","287.1897"
"7.5650","6.2558","287.1275"
"7.5850","6.2728","287.0982"
"7.6050","6.2892","286.9804"
"7.6250","6.3052","286.8432"
"7.6450","6.3214","286.7396"
"7.6650","6.3374","286.6190"
"7.6850","6.3538","286.5499"
"7.7050","6.3709","286.5746"
"7.7250","6.3880","286.5834"
"7.7450","6.4045","286.5027"
"7.7650","6.4210","286.4431"
"7.7850","6.4378","286.4116"
"7.8050","6.4544","286.3470"
"7.8250","6.4711","286.3155"
"7.8450","6.4879","286.2690"
"7.8650","6.5045","286.1991"
"7.8850","6.5213","286.1788"
"7.9050","6.5381","286.1370"
"7.9250","6.5548","286.0947"
"7.9450","6.5720","286.1157"
"7.9650","6.5893","286.1301"
"7.9850","6.6058","286.0287"
"8.0050","6.6219","285.8814"
"8.0250","6.6379","285.7599"
"8.0450","6.6538","285.6339"
"8.0650","6.6707","285.6335"
"8.0850","6.6882","285.7014"
"8.1050","6.7051","285.6631"
"8.1250","6.7215","285.5755"
"8.1450","6.7382","285.5352"
"8.1650","6.7548","285.4879"
"8.1850","6.7713","285.4509"
"8.2050","6.7884","285.4923"
"8.2250","6.8053","285.4527"
"8.2450","6.8218","285.3654"
"8.2650","6.8386","285.3058"
"8.2850","6.8552","285.2322"
"8.3050","6.8717","285.1547"
"8.3250","6.8888","285.1699"
"8.3450","6.9058","285.1509"
"8.3650","6.9219","285.0244"
"8.3850","6.9379","284.9068"
"8.4050","6.9542","284.8051"
"8.4250","6.9705","284.7248"
"8.4450","6.9875","284.7423"
"8.4650","7.0048","284.7889"
"8.4850","7.0214","284.7122"
"8.5050","7.0378","284.6163"
"8.5250","7.0546","284.5987"
"8.5450","7.0714","284.5569"
"8.5650","7.0882","284.5145"
"8.5850","7.1047","284.4546"
"8.6050","7.1209","284.3423"
"8.6250","7.1372","284.2662"
"8.6450","7.1542","284.2718"
"8.6650","7.1713","284.2781"
"8.6850","7.1883","284.2662"
"8.7050","7.2055","284.2872"
"8.7250","7.2222","284.2206"
"8.7450","7.2383","284.0984"
"8.7650","7.2546","283.9976"
"8.7850","7.2708","283.9105"
"8.8050","7.2874","283.8660"
"8.8250","7.3047","283.9109"
"8.8450","7.3218","283.9068"
"8.8650","7.3381","283.7978"
"8.8850","7.3545","283.7254"
"8.9050","7.3716","283.7257"
"8.9250","7.3888","283.7735"
"8.9450","7.4059","283.7741"
"8.9650","7.4220","283.6381"
"8.9850","7.4374","283.4380"
"9.0050","7.4539","283.3859"
"9.0250","7.4715","283.4753"
"9.0450","7.4887","283.4731"
"9.0650","7.5056","283.4439"
"9.0850","7.5226","283.4401"
"9.1050","7.5392","283.3665"
"9.1250","7.5554","283.2504"
"9.1450","7.5717","283.1552"
"9.1650","7.5879","283.0632"
"9.1850","7.6042","282.9914"
"9.2050","7.6212","283.0007"
"9.2250","7.6379","282.9582"
"9.2450","7.6543","282.8872"
"9.2650","7.6713","282.8932"
"9.2850","7.6884","282.9064"
"9.3050","7.7051","282.8654"
"9.3250","7.7216","282.7985"
"9.3450","7.7378","282.6917"
"9.3650","7.7538","282.5590"
"9.3850","7.7707","282.5760"
"9.4050","7.7883","282.6480"
"9.4250","7.8053","282.6383"
"9.4450","7.8221","282.6132"
"9.4650","7.8391","282.5989"
"9.4850","7.8554","282.5166"
"9.5050","7.8718","282.4262"
"9.5250","7.8882","282.3589"
"9.5450","7.9044","282.2604"
"9.5650","7.9211","282.2654"
"9.5850","7.9384","282.3087"
"9.6050","7.9550","282.2374"
"9.6250","7.9714","282.1561"
"9.6450","7.9883","282.1446"
"9.6650","8.0053","282.1274"
"9.6850","8.0218","282.0603"
"9.7050","8.0383","281.9736"
"9.7250","8.0543","281.8541"
"9.7450","8.0708","281.7918"
"9.7650","8.0882","281.8652"
"9.7850","8.1057","281.9043"
"9.8050","8.1224","281.8403"
"9.8250","8.1389","281.7611"
"9.8450","8.1554","281.6933"
"9.8650","8.1716","281.6037"
"9.8850","8.1881","281.5620"
"9.9050","8.2046","281.4909"
"9.9250","8.2206","281.3801"
"9.9450","8.2373","281.3731"
"9.9650","8.2546","281.4111"
"9.9850","8.2712","281.3602"
"10.0050","8.2879","281.3173"
"10.0250","8.3050","281.3365"
"10.0450","8.3215","281.2549"
"10.0650","8.3377","281.1603"
"10.0850","8.3541","281.1061"
"10.1050","8.3706","281.0394"
"10.1250","8.3873","281.0213"
"10.1450","8.4047","281.0647"
"10.1650","8.4217","281.0566"
"10.1850","8.4383","281.0031"
"10.2050","8.4553","280.9938"
"10.2250","8.4720","280.9531"
"10.2450","8.4887","280.8959"
"10.2650","8.5052","280.8417"
"10.2850","8.5213","280.7317"
"10.3050","8.5374","280.6329"
"10.3250","8.5543","280.6481"
"10.3450","8.5716","280.7567"
"10.3650","8.5886","280.7850"
"10.3850","8.6054","280.7456"
"10.4050","8.6221","280.6919"
"10.4250","8.6383","280.5784"
"10.4450","8.6546","280.4946"
"10.4650","8.6713","280.4575"
"10.4850","8.6879","280.4218"
"10.5050","8.7049","280.4181"
"10.5250","8.7222","280.4490"
"10.5450","8.7390","280.3847"
"10.5650","8.7555","280.3126"
"10.5850","8.7723","280.2947"
"10.6050","8.7890","280.2429"
"10.6250","8.8052","280.1637"
"10.6450","8.8215","280.0619"
"10.6650","8.8375","279.9591"
"10.6850","8.8538","279.8994"
"10.7050","8.8710","279.9424"
"10.7250","8.8881","279.9524"
"10.7450","8.9046","279.8812"
"10.7650","8.9214","279.8499"
"10.7850","8.9380","279.8103"
"10.8050","8.9545","279.7494"
"10.8250","8.9712","279.7318"
"10.8450","8.9879","279.6960"
"10.8650","9.0041","279.6022"
"10.8850","9.0209","279.5955"
"10.9050","9.0382","279.6256"
"10.9250","9.0548","279.5634"
"10.9450","9.0714","279.5353"
"10.9650","9.0887","279.6415"
"10.9850","9.1060","279.7065"
"11.0050","9.1225","279.6187"
"11.0250","9.1384","279.4812"
"11.0450","9.1540","279.3055"
"11.0650","9.1706","279.2750"
"11.0850","9.1881","279.3642"
"11.1050","9.2051","279.3375"
"11.1250","9.2214","279.2567"
"11.1450","9.2381","279.2098"
"11.1650","9.2547","279.1654"
"11.1850","9.2712","279.1037"
"11.2050","9.2878","279.0696"
"11.2250","9.3044","279.0235"
"11.2450","9.3210","278.9845"
"11.2650","9.3384","279.0262"
"11.2850","9.3554","279.0196"
"11.3050","9.3720","278.9493"
"11.3250","9.3889","278.9400"
"11.3450","9.4059","278.9349"
"11.3650","9.4220","278.8176"
"11.3850","9.4380","278.6992"
"11.4050","9.4542","278.6158"
"11.4250","9.4705","278.5432"
"11.4450","9.4876","278.5696"
"11.4650","9.5050","278.6095"
"11.4850","9.5215","278.5504"
"11.5050","9.5381","278.4916"
"11.5250","9.5548","278.4727"
"11.5450","9.5714","278.4197"
"11.5650","9.5879","278.3647"
"11.5850","9.6046","278.3319"
"11.6050","9.6209","278.2527"
"11.6250","9.6373","278.2068"
"11.6450","9.6545","278.2462"
"11.6650","9.6716","278.2570"
"11.6850","9.6885","278.2950"
"11.7050","9.7060","278.3933"
"11.7250","9.7228","278.3474"
"11.7450","9.7387","278.1881"
"11.7650","9.7547","278.0800"
"11.7850","9.7710","278.0031"
"11.8050","9.7876","277.9772"
"11.8250","9.8048","278.0141"
"11.8450","9.8217","277.9983"
"11.8650","9.8378","277.8849"
"11.8850","9.8543","277.8356"
"11.9050","9.8716","277.8782"
"11.9250","9.8885","277.8677"
"11.9450","9.9049","277.7943"
"11.9650","9.9211","277.6931"
"11.9850","9.9372","277.6047"
"12.0050","9.9542","277.6287"
"12.0250","9.9718","277.7289"
"12.0450","9.9891","277.7368"
"12.0650","10.0059","277.6890"
"12.0850","10.0226","277.6385"
"12.1050","10.0389","277.5584"
"12.1250","10.0551","277.4763"
"12.1450","10.0715","277.4158"
"12.1650","10.0878","277.3533"
"12.1850","10.1043","277.3204"
"12.2050","10.1215","277.3564"
"12.2250","10.1383","277.3342"
"12.2450","10.1546","277.2460"
"12.2650","10.1713","277.2418"
"12.2850","10.1883","277.2453"
"12.3050","10.2051","277.2155"
"12.3250","10.2215","277.1669"
"12.3450","10.2379","277.0984"
"12.3650","10.2541","277.0251"
"12.3850","10.2712","277.1165"
"12.4050","10.2892","277.2626"
"12.4250","10.3061","277.2274"
"12.4450","10.3226","277.1638"
"12.4650","10.3393","277.1166"
"12.4850","10.3556","277.0276"
"12.5050","10.3719","276.9349"
"12.5250","10.3882","276.8665"
"12.5450","10.4043","276.7769"
"12.5650","10.4211","276.7683"
"12.5850","10.4383","276.8042"
"12.6050","10.4549","276.7445"
"12.6250","10.4713","276.6910"
"12.6450","10.4884","276.7020"
"12.6650","10.5052","276.6875"
"12.6850","10.5216","276.6165"
"12.7050","10.5382","276.5560"
"12.7250","10.5547","276.5075"
"12.7450","10.5712","276.4369"
"12.7650","10.5881","276.4496"
"12.7850","10.6051","276.4637"
"12.8050","10.6217","276.4216"
"12.8250","10.6385","276.4179"
"12.8450","10.6554","276.4076"
"12.8650","10.6718","276.3405"
"12.8850","10.6882","276.2814"
"12.9050","10.7047","276.2828"
"12.9250","10.7212","276.2768"
"12.9450","10.7380","276.2839"
"12.9650","10.7549","276.2610"
"12.9850","10.7712","276.1840"
"13.0050","10.7878","276.1492"
"13.0250","10.8050","276.1845"
"13.0450","10.8217","276.1541"
"13.0650","10.8379","276.0594"
"13.0850","10.8542","276.0108"
"13.1050","10.8708","275.9661"
"13.1250","10.8876","275.9775"
"13.1450","10.9049","276.0179"
"13.1650","10.9217","275.9823"
"13.1850","10.9381","275.9264"
"13.2050","10.9551","275.9354"
"13.2250","10.9721","275.9407"
"13.2450","10.9887","275.8983"
"13.2650","11.0052","275.8465"
"13.2850","11.0212","275.7394"
"13.3050","11.0373","275.6413"
"13.3250","11.0540","275.6419"
"13.3450","11.0710","275.6502"
"13.3650","11.0876","275.6180"
"13.3850","11.1045","275.6335"
"13.4050","11.1217","275.6656"
"13.4250","11.1383","275.6055"
"13.4450","11.1545","275.5224"
"13.4650","11.1710","275.4752"
"13.4850","11.1876","275.4404"
"13.5050","11.2047","275.4630"
"13.5250","11.2218","275.4892"
"13.5450","11.2384","275.4420"
"13.5650","11.2552","275.4603"
"13.5850","11.2728","275.5723"
"13.6050","11.2897","275.5219"
"13.6250","11.3056","275.3873"
"13.6450","11.3216","275.2754"
"13.6650","11.3376","275.1735"
"13.6850","11.3540","275.1402"
"13.7050","11.3713","275.1937"
"13.7250","11.3883","275.2069"
"13.7450","11.4047","275.1326"
"13.7650","11.4212","275.1041"
"13.7850","11.4379","275.0863"
"13.8050","11.4545","275.0454"
"13.8250","11.4711","275.0261"
"13.8450","11.4878","274.9986"
"13.8650","11.5041","274.9362"
"13.8850","11.5210","274.9432"
"13.9050","11.5382","274.9757"
"13.9250","11.5548","274.9407"
"13.9450","11.5718","274.9543"
"13.9650","11.5891","275.0018"
"13.9850","11.6056","274.9428"
"14.0050","11.6218","274.8483"
"14.0250","11.6380","274.7682"
"14.0450","11.6541","274.6760"
"14.0650","11.6707","274.6570"
"14.0850","11.6880","274.7231"
"14.1050","11.7050","274.7148"
"14.1250","11.7215","274.6769"
"14.1450","11.7382","274.6548"
"14.1650","11.7548","274.6071"
"14.1850","11.7713","274.5733"
"14.2050","11.7881","274.5503"
"14.2250","11.8046","274.5091"
"14.2450","11.8211","274.4566"
"14.2650","11.8383","274.4855"
"14.2850","11.8552","274.4709"
"14.3050","11.8719","274.4603"
"14.3250","11.8892","274.5623"
"14.3450","11.9062","274.5566"
"14.3650","11.9221","274.4191"
"14.3850","11.9379","274.2967"
"14.4050","11.9542","274.2327"
"14.4250","11.9705","274.1901"
"14.4450","11.9877","274.2380"
"14.4650","12.0051","274.2953"
"14.4850","12.0216","274.2441"
"14.5050","12.0379","274.1719"
"14.5250","12.0546","274.1634"
"14.5450","12.0713","274.1458"
"14.5650","12.0881","274.1393"
"14.5850","12.1049","274.1254"
"14.6050","12.1211","274.0395"
"14.6250","12.1375","273.9901"
"14.6450","12.1544","274.0082"
"14.6650","12.1713","274.0082"
"14.6850","12.1881","274.0120"
"14.7050","12.2054","274.0573"
"14.7250","12.2221","274.0339"
"14.7450","12.2382","273.9306"
"14.7650","12.2545","273.8759"
"14.7850","12.2710","273.8344"
"14.8050","12.2876","273.8059"
"14.8250","12.3046","273.8372"
"14.8450","12.3215","273.8345"
"14.8650","12.3378","273.7533"
"14.8850","12.3543","273.7176"
"14.9050","12.3714","273.7497"
"14.9250","12.3881","273.7256"
"14.9450","12.4046","273.6863"
"14.9650","12.4210","273.6332"
"14.9850","12.4372","273.5637"
"15.0050","12.4541","273.5805"
"15.0250","12.4718","273.6981"
"15.0450","12.4893","273.7651"
"15.0650","12.5061","273.7201"
"15.0850","12.5225","273.6455"
"15.1050","12.5386","273.5411"
"15.1250","12.5547","273.4718"
"15.1450","12.5713","273.4429"
"15.1650","12.5878","273.4118"
"15.1850","12.6044","273.3793"
"15.2050","12.6213","273.3911"
"15.2250","12.6378","273.3565"
"15.2450","12.6540","273.2904"
"15.2650","12.6709","273.3164"
"15.2850","12.6879","273.3461"
"15.3050","12.7047","273.3304"
"15.3250","12.7213","273.2947"
"15.3450","12.7376","273.2322"
"15.3650","12.7539","273.1685"
"15.3850","12.7708","273.1932"
"15.4050","12.7883","273.2729"
"15.4250","12.8053","273.2751"
"15.4450","12.8222","273.2755"
"15.4650","12.8390","273.2652"
"15.4850","12.8553","273.1907"
"15.5050","12.8718","273.1471"
"15.5250","12.8884","273.1305"
"15.5450","12.9047","273.0758"
"15.5650","12.9212","273.0446"
"15.5850","12.9380","273.0539"
"15.6050","12.9545","273.0094"
"15.6250","12.9711","272.9969"
"15.6450","12.9882","273.0299"
"15.6650","13.0051","273.0215"
"15.6850","13.0216","272.9785"
"15.7050","13.0381","272.9684"
"15.7250","13.0546","272.9680"
"15.7450","13.0711","272.9270"
"15.7650","13.0885","272.9801"
"15.7850","13.1056","272.9914"
"15.8050","13.1223","272.9506"
"15.8250","13.1391","272.9350"
"15.8450","13.1560","272.9226"
"15.8650","13.1725","272.8546"
"15.8850","13.1887","272.7754"
"15.9050","13.2048","272.6918"
"15.9250","13.2207","272.5977"
"15.9450","13.2374","272.6095"
"15.9650","13.2546","272.6542"
"15.9850","13.2712","272.6255"
"16.0050","13.2881","272.6228"
"16.0250","13.3052","272.6694"
"16.0450","13.3219","272.6395"
"16.0650","13.3382","272.5670"
"16.0850","13.3545","272.5169"
"16.1050","13.3706","272.4388"
"16.1250","13.3872","272.4438"
"16.1450","13.4047","272.5276"
"16.1650","13.4216","272.5340"
"16.1850","13.4383","272.5225"
"16.2050","13.4556","272.5556"
"16.2250","13.4725","272.5710"
"16.2450","13.4891","272.5273"
"16.2650","13.5055","272.4680"
"16.2850","13.5214","272.3653"
"16.3050","13.5375","272.2907"
