Time,Displacement,Force
"16.3250","13.5543","272.3748"
"16.3450","13.5718","272.4610"
"16.3650","13.5885","272.4329"
"16.3850","13.6051","272.3938"
"16.4050","13.6218","272.3587"
"16.4250","13.6380","272.2743"
"16.4450","13.6544","272.2258"
"16.4650","13.6711","272.2149"
"16.4850","13.6876","272.1829"
"16.5050","13.7047","272.2115"
"16.5250","13.7222","272.2716"
"16.5450","13.7389","272.2234"
"16.5650","13.7552","272.1494"
"16.5850","13.7720","272.1673"
"16.6050","13.7889","272.1620"
"16.6250","13.8054","272.1246"
"16.6450","13.8217","272.0681"
"16.6650","13.8376","271.9575"
"16.6850","13.8538","271.9206"
"16.7050","13.8712","271.9965"
"16.7250","13.8884","272.0495"
"16.7450","13.9050","271.9994"
"16.7650","13.9216","271.9747"
"16.7850","13.9382","271.9524"
"16.8050","13.9547","271.9073"
"16.8250","13.9712","271.8856"
"16.8450","13.9879","271.8787"
"16.8650","14.0046","271.8755"
"16.8850","14.0217","271.9110"
"16.9050","14.0387","271.9421"
"16.9250","14.0551","271.9352"
"16.9450","14.0720","271.9704"
"16.9650","14.0892","272.0018"
"16.9850","14.1057","271.9474"
"17.0050","14.1218","271.8486"
"17.0250","14.1378","271.7663"
"17.0450","14.1538","271.6782"
"17.0650","14.1704","271.6780"
"17.0850","14.1878","271.7520"
"17.1050","14.2046","271.7336"
"17.1250","14.2210","271.6860"
"17.1450","14.2378","271.6922"
"17.1650","14.2548","271.7010"
"17.1850","14.2715","271.6903"
"17.2050","14.2885","271.6794"
"17.2250","14.3048","271.6028"
"17.2450","14.3207","271.4964"
"17.2650","14.3374","271.5107"
"17.2850","14.3544","271.5408"
"17.3050","14.3714","271.5417"
"17.3250","14.3886","271.6035"
"17.3450","14.4058","271.6196"
"17.3650","14.4221","271.5509"
"17.3850","14.4381","271.4469"
"17.4050","14.4542","271.3712"
"17.4250","14.4706","271.3341"
"17.4450","14.4877","271.4012"
"17.4650","14.5053","271.4772"
"17.4850","14.5217","271.4297"
"17.5050","14.5382","271.3819"
"17.5250","14.5551","271.4039"
"17.5450","14.5718","271.3938"
"17.5650","14.5885","271.3748"
"17.5850","14.6053","271.3795"
"17.6050","14.6216","271.3144"
"17.6250","14.6380","271.2906"
"17.6450","14.6549","271.3258"
"17.6650","14.6719","271.3915"
"17.6850","14.6890","271.4395"
"17.7050","14.7061","271.4561"
"17.7250","14.7227","271.4106"
"17.7450","14.7387","271.2931"
"17.7650","14.7548","271.2123"
"17.7850","14.7711","271.1574"
"17.8050","14.7878","271.1503"
"17.8250","14.8049","271.1936"
"17.8450","14.8218","271.1882"
"17.8650","14.8380","271.1117"
"17.8850","14.8545","271.0825"
"17.9050","14.8715","271.1109"
"17.9250","14.8882","271.1021"
"17.9450","14.9048","271.0775"
"17.9650","14.9212","271.0249"
"17.9850","14.9372","270.9336"
"18.0050","14.9539","270.9338"
"18.0250","14.9714","271.0158"
"18.0450","14.9886","271.0598"
"18.0650","15.0056","271.0648"
"18.0850","15.0226","271.0811"
"18.1050","15.0390","271.0079"
"18.1250","15.0551","270.9299"
"18.1450","15.0715","270.8810"
"18.1650","15.0875","270.8028"
"18.1850","15.1039","270.7817"
"18.2050","15.1209","270.8191"
"18.2250","15.1376","270.8258"
"18.2450","15.1542","270.7920"
"18.2650","15.1713","270.8508"
"18.2850","15.1885","270.8874"
"18.3050","15.2051","270.8810"
"18.3250","15.2216","270.8783"
"18.3450","15.2380","270.8313"
"18.3650","15.2543","270.7705"
"18.3850","15.2711","270.7787"
"18.4050","15.2883","270.8219"
"18.4250","15.3051","270.8184"
"18.4450","15.3221","270.8295"
"18.4650","15.3391","270.8347"
"18.4850","15.3554","270.7726"
"18.5050","15.3718","270.7243"
"18.5250","15.3883","270.6911"
"18.5450","15.4045","270.6193"
"18.5650","15.4211","270.6008"
"18.5850","15.4381","270.6386"
"18.6050","15.4548","270.5993"
"18.6250","15.4713","270.5715"
"18.6450","15.4884","270.6072"
"18.6650","15.5052","270.5993"
"18.6850","15.5217","270.5587"
"18.7050","15.5381","270.5020"
"18.7250","15.5542","270.4393"
"18.7450","15.5706","270.4049"
"18.7650","15.5878","270.4774"
"18.7850","15.6052","270.5406"
"18.8050","15.6224","270.5560"
"18.8250","15.6393","270.5470"
"18.8450","15.6558","270.4967"
"18.8650","15.6720","270.4429"
"18.8850","15.6886","270.4456"
"18.9050","15.7052","270.4371"
"18.9250","15.7213","270.3640"
"18.9450","15.7378","270.3423"
"18.9650","15.7547","270.3565"
"18.9850","15.7714","270.3464"
"19.0050","15.7883","270.3537"
"19.0250","15.8053","270.3870"
"19.0450","15.8218","270.3424"
"19.0650","15.8380","270.2705"
"19.0850","15.8543","270.2423"
"19.1050","15.8709","270.2183"
"19.1250","15.8878","270.2459"
"19.1450","15.9051","270.3096"
"19.1650","15.9219","270.2937"
"19.1850","15.9384","270.2606"
"19.2050","15.9553","270.2615"
"19.2250","15.9722","270.2778"
"19.2450","15.9888","270.2423"
"19.2650","16.0053","270.2098"
"19.2850","16.0214","270.1330"
"19.3050","16.0375","270.0609"
"19.3250","16.0543","270.0903"
"19.3450","16.0714","270.1330"
"19.3650","16.0881","270.1245"
"19.3850","16.1047","270.0917"
"19.4050","16.1214","270.0856"
"19.4250","16.1377","270.0392"
"19.4450","16.1542","270.0213"
"19.4650","16.1712","270.0346"
"19.4850","16.1880","270.0329"
"19.5050","16.2049","270.0329"
"19.5250","16.2218","270.0450"
"19.5450","16.2382","269.9988"
"19.5650","16.2547","269.9705"
"19.5850","16.2718","270.0274"
"19.6050","16.2888","270.0264"
"19.6250","16.3051","269.9791"
"19.6450","16.3214","269.9245"
"19.6650","16.3374","269.8580"
"19.6850","16.3538","269.8403"
"19.7050","16.3711","269.9060"
"19.7250","16.3882","269.9422"
"19.7450","16.4047","269.8966"
"19.7650","16.4214","269.8925"
"19.7850","16.4380","269.8852"
"19.8050","16.4545","269.8451"
"19.8250","16.4710","269.8317"
"19.8450","16.4875","269.8036"
"19.8650","16.5040","269.7800"
"19.8850","16.5208","269.7936"
"19.9050","16.5379","269.8251"
"19.9250","16.5544","269.8041"
"19.9450","16.5712","269.8176"
"19.9650","16.5885","269.8730"
"19.9850","16.6052","269.8544"
"20.0050","16.6216","269.8200"
"20.0250","16.6380","269.7815"
"20.0450","16.6540","269.7065"
"20.0650","16.6705","269.6776"
"20.0850","16.6876","269.7812"
"20.1050","16.7051","269.8768"
"20.1250","16.7220","269.8903"
"20.1450","16.7390","269.8882"
"20.1650","16.7557","269.8485"
"20.1850","16.7719","269.7777"
"20.2050","16.7883","269.7189"
"20.2250","16.8045","269.6783"
"20.2450","16.8209","269.6368"
"20.2650","16.8378","269.6744"
"20.2850","16.8548","269.6886"
"20.3050","16.8716","269.6895"
"20.3250","16.8888","269.7459"
"20.3450","16.9059","269.7719"
"20.3650","16.9222","269.7106"
"20.3850","16.9381","269.6106"
"20.4050","16.9543","269.5463"
"20.4250","16.9704","269.5093"
"20.4450","16.9875","269.5559"
"20.4650","17.0049","269.6342"
"20.4850","17.0214","269.6010"
"20.5050","17.0378","269.5580"
"20.5250","17.0544","269.5617"
"20.5450","17.0712","269.5687"
"20.5650","17.0880","269.5741"
"20.5850","17.1047","269.5760"
"20.6050","17.1211","269.5226"
"20.6250","17.1375","269.5047"
"20.6450","17.1546","269.5430"
"20.6650","17.1714","269.5392"
"20.6850","17.1883","269.5607"
"20.7050","17.2058","269.6274"
"20.7250","17.2225","269.6527"
"20.7450","17.2387","269.6255"
"20.7650","17.2550","269.5964"
"20.7850","17.2713","269.5358"
"20.8050","17.2877","269.4968"
"20.8250","17.3049","269.5534"
"20.8450","17.3220","269.5677"
"20.8650","17.3381","269.4960"
"20.8850","17.3545","269.4631"
"20.9050","17.3715","269.4983"
"20.9250","17.3883","269.4987"
"20.9450","17.4048","269.4600"
"20.9650","17.4212","269.4265"
"20.9850","17.4374","269.3762"
"21.0050","17.4544","269.4039"
"21.0250","17.4718","269.4873"
"21.0450","17.4888","269.4922"
"21.0650","17.5057","269.4922"
"21.0850","17.5228","269.5161"
"21.1050","17.5391","269.4418"
"21.1250","17.5550","269.3510"
"21.1450","17.5712","269.3139"
"21.1650","17.5875","269.2705"
"21.1850","17.6040","269.2718"
"21.2050","17.6211","269.3169"
"21.2250","17.6379","269.3289"
"21.2450","17.6543","269.2927"
"21.2650","17.6714","269.3350"
"21.2850","17.6884","269.3615"
"21.3050","17.7049","269.3220"
"21.3250","17.7213","269.2965"
"21.3450","17.7376","269.2507"
"21.3650","17.7538","269.2034"
"21.3850","17.7707","269.2466"
"21.4050","17.7884","269.3399"
"21.4250","17.8054","269.3593"
"21.4450","17.8224","269.3749"
"21.4650","17.8392","269.4095"
"21.4850","17.8556","269.4168"
"21.5050","17.8721","269.3871"
"21.5250","17.8885","269.3470"
"21.5450","17.9046","269.2708"
"21.5650","17.9211","269.2496"
"21.5850","17.9380","269.2789"
"21.6050","17.9546","269.2516"
"21.6250","17.9711","269.2424"
"21.6450","17.9883","269.2991"
"21.6650","18.0052","269.3015"
"21.6850","18.0216","269.2569"
"21.7050","18.0380","269.2121"
"21.7250","18.0542","269.1660"
"21.7450","18.0708","269.1505"
"21.7650","18.0881","269.2267"
"21.7850","18.1052","269.2611"
"21.8050","18.1219","269.2410"
"21.8250","18.1390","269.2780"
"21.8450","18.1561","269.2957"
"21.8650","18.1724","269.2233"
"21.8850","18.1884","269.1434"
"21.9050","18.2049","269.1236"
"21.9250","18.2210","269.0753"
"21.9450","18.2376","269.0769"
"21.9650","18.2547","269.1241"
"21.9850","18.2713","269.0931"
"22.0050","18.2880","269.0930"
"22.0250","18.3051","269.1356"
"22.0450","18.3217","269.1125"
"22.0650","18.3379","269.0545"
"22.0850","18.3544","269.0403"
"22.1050","18.3710","269.0224"
"22.1250","18.3878","269.0468"
"22.1450","18.4050","269.1295"
"22.1650","18.4221","269.2061"
"22.1850","18.4389","269.2261"
"22.2050","18.4559","269.2234"
"22.2250","18.4724","269.1989"
"22.2450","18.4887","269.1329"
"22.2650","18.5051","269.0938"
"22.2850","18.5211","269.0283"
"22.3050","18.5374","268.9822"
"22.3250","18.5543","269.0257"
"22.3450","18.5714","269.0682"
"22.3650","18.5881","269.0677"
"22.3850","18.6049","269.0833"
"22.4050","18.6218","269.1016"
"22.4250","18.6382","269.0542"
"22.4450","18.6544","269.0000"
"22.4650","18.6709","268.9852"
"22.4850","18.6875","268.9719"
"22.5050","18.7046","269.0185"
"22.5250","18.7219","269.0719"
"22.5450","18.7386","269.0522"
"22.5650","18.7553","269.0431"
"22.5850","18.7726","269.1047"
"22.6050","18.7894","269.0842"
"22.6250","18.8054","269.0056"
"22.6450","18.8216","268.9447"
"22.6650","18.8375","268.8582"
"22.6850","18.8537","268.8328"
"22.7050","18.8710","268.9108"
"22.7250","18.8883","268.9769"
"22.7450","18.9049","268.9551"
"22.7650","18.9216","268.9539"
"22.7850","18.9380","268.9224"
"22.8050","18.9544","268.9022"
"22.8250","18.9713","269.0081"
"22.8450","18.9885","269.0673"
"22.8650","19.0050","269.0285"
"22.8850","19.0215","268.9966"
"22.9050","19.0386","269.0057"
"22.9250","19.0553","268.9934"
"22.9450","19.0720","268.9921"
"22.9650","19.0890","269.0186"
"22.9850","19.1056","268.9905"
"23.0050","19.1218","268.9317"
"23.0250","19.1379","268.8614"
"23.0450","19.1537","268.7779"
"23.0650","19.1704","268.7892"
"23.0850","19.1878","268.8942"
"23.1050","19.2048","268.9164"
"23.1250","19.2214","268.8894"
"23.1450","19.2382","268.8955"
"23.1650","19.2549","268.8861"
"23.1850","19.2714","268.8665"
"23.2050","19.2881","268.8598"
"23.2250","19.3046","268.8415"
"23.2450","19.3210","268.7959"
"23.2650","19.3380","268.8331"
"23.2850","19.3551","268.8652"
"23.3050","19.3721","268.8745"
"23.3250","19.3894","268.9304"
"23.3450","19.4065","268.9373"
"23.3650","19.4224","268.8259"
"23.3850","19.4381","268.7108"
"23.4050","19.4541","268.6551"
"23.4250","19.4701","268.6431"
"23.4450","19.4874","268.7686"
"23.4650","19.5052","268.8794"
"23.4850","19.5218","268.8453"
"23.5050","19.5381","268.7778"
"23.5250","19.5546","268.7648"
"23.5450","19.5712","268.7495"
"23.5650","19.5880","268.7604"
"23.5850","19.6048","268.7655"
"23.6050","19.6211","268.7086"
"23.6250","19.6375","268.6946"
"23.6450","19.6547","268.7515"
"23.6650","19.6719","268.7870"
"23.6850","19.6889","268.8202"
"23.7050","19.7059","268.8358"
"23.7250","19.7224","268.8037"
"23.7450","19.7384","268.7169"
"23.7650","19.7545","268.6631"
"23.7850","19.7709","268.6484"
"23.8050","19.7876","268.6570"
"23.8250","19.8049","268.7275"
"23.8450","19.8219","268.7297"
"23.8650","19.8380","268.6631"
"23.8850","19.8545","268.6387"
"23.9050","19.8716","268.6710"
"23.9250","19.8883","268.6730"
"23.9450","19.9048","268.6470"
"23.9650","19.9211","268.5944"
"23.9850","19.9371","268.5379"
"24.0050","19.9542","268.6043"
"24.0250","19.9722","268.7727"
"24.0450","19.9893","268.7917"
"24.0650","20.0057","268.7353"
"24.0850","20.0224","268.7283"
"24.1050","20.0388","268.6819"
"24.1250","20.0550","268.6366"
"24.1450","20.0715","268.6169"
"24.1650","20.0879","268.5894"
"24.1850","20.1045","268.5863"
"24.2050","20.1213","268.5952"
"24.2250","20.1379","268.5836"
"24.2450","20.1543","268.5403"
"24.2650","20.1711","268.5630"
"24.2850","20.1881","268.6031"
"24.3050","20.2048","268.5889"
"24.3250","20.2212","268.5629"
"24.3450","20.2375","268.5115"
"24.3650","20.2536","268.4709"
"24.3850","20.2707","268.5293"
"24.4050","20.2883","268.6141"
"24.4250","20.3053","268.6358"
"24.4450","20.3222","268.6443"
"24.4650","20.3392","268.6635"
"24.4850","20.3556","268.6285"
"24.5050","20.3719","268.5705"
"24.5250","20.3882","268.5270"
"24.5450","20.4045","268.4936"
"24.5650","20.4212","268.5050"
"24.5850","20.4383","268.5488"
"24.6050","20.4548","268.5156"
"24.6250","20.4712","268.5031"
"24.6450","20.4883","268.5484"
"24.6650","20.5052","268.5562"
"24.6850","20.5216","268.5253"
"24.7050","20.5381","268.4988"
"24.7250","20.5545","268.4823"
"24.7450","20.5710","268.4666"
"24.7650","20.5881","268.5122"
"24.7850","20.6051","268.5454"
"24.8050","20.6218","268.5331"

